event_file,label,pred,ChannelLocation
MAYO0018_95,0,0.11773043,frontal
MAYO0018_116,0,0.0073832325,frontal
MAYO0018_87,0,0.21763094,frontal
MAYO0018_31,0,0.75299186,frontal
MAYO0018_83,1,0.6885375,frontal
MAYO0018_107,1,0.8621281,frontal
MAYO0018_17,1,0.8080827,frontal
MAYO0018_86,1,0.6006307,frontal
MAYO0018_22,1,0.3980243,frontal
MAYO0018_92,0,0.029761774,frontal
MAYO0018_89,0,0.13973758,frontal
MAYO0018_164,0,0.060457006,frontal
MAYO0018_90,0,0.016081419,frontal
MAYO0018_78,0,0.019003088,frontal
MAYO0018_111,0,0.06664843,frontal
MAYO0018_154,0,0.07347073,frontal
MAYO0018_104,0,0.035963777,frontal
MAYO0018_110,1,0.64299375,frontal
MAYO0018_127,1,0.6969288,frontal
MAYO0018_8,1,0.518347,frontal
MAYO0018_59,1,0.7968185,frontal
MAYO0018_162,1,0.9449606,frontal
MAYO0018_73,1,0.95468056,frontal
MAYO0018_3,1,0.9404116,frontal
MAYO0018_7,1,0.94663435,frontal
MAYO0018_61,1,0.8627131,frontal
MAYO0018_145,0,0.09124995,frontal
MAYO0018_97,0,0.29923847,frontal
MAYO0018_74,0,0.27521002,frontal
MAYO0018_58,0,0.34242374,frontal
MAYO0018_123,0,0.024559695,frontal
MAYO0018_165,0,0.10889034,frontal
MAYO0018_42,0,0.199917,frontal
MAYO0018_120,0,0.11686253,frontal
MAYO0018_81,0,0.31641078,frontal
MAYO0018_62,0,0.27927172,frontal
MAYO0018_12,0,0.035211783,frontal
MAYO0018_139,0,0.41160464,frontal
MAYO0018_158,0,0.01935097,frontal
MAYO0018_105,0,0.11716113,frontal
MAYO0018_132,0,0.23265845,frontal
MAYO0018_35,1,0.9026673,frontal
MAYO0018_10,1,0.9139423,frontal
MAYO0018_64,1,0.8634471,frontal
MAYO0018_65,1,0.9035421,frontal
MAYO0018_142,1,0.9085453,frontal
MAYO0018_20,1,0.8572918,frontal
MAYO0018_118,1,0.7002241,frontal
MAYO0018_80,0,0.00613587,frontal
MAYO0018_161,0,0.02435877,frontal
MAYO0018_93,0,0.061491534,frontal
MAYO0018_100,0,0.030145306,frontal
MAYO0018_85,0,0.14256452,frontal
MAYO0018_122,1,0.84012955,frontal
MAYO0018_54,1,0.8489712,frontal
MAYO0018_30,1,0.8542969,frontal
MAYO0018_67,1,0.87839067,frontal
MAYO0018_40,1,0.86253726,frontal
MAYO0018_6,1,0.26431772,frontal
MAYO0018_160,0,0.11098832,frontal
MAYO0018_99,0,0.43640763,frontal
MAYO0018_2,1,0.21995746,frontal
MAYO0018_50,1,0.9135166,frontal
MAYO0018_23,1,0.9141803,frontal
MAYO0018_37,1,0.8702662,frontal
MAYO0018_51,1,0.8878059,frontal
MAYO0018_25,1,0.94515556,frontal
MAYO0018_113,1,0.9130273,frontal
MAYO0018_29,1,0.4995897,frontal
MAYO0018_137,0,0.40410507,frontal
MAYO0018_69,0,0.035518922,frontal
MAYO0018_131,0,0.43114913,frontal
MAYO0018_72,1,0.13193062,frontal
MAYO0018_26,1,0.120045096,frontal
MAYO0018_27,0,0.03337094,frontal
MAYO0018_53,0,0.023900079,frontal
MAYO0018_106,0,0.1607171,frontal
MAYO0018_159,0,0.085940614,frontal
MAYO0018_119,0,0.10642389,frontal
MAYO0019_1,1,0.120156586,frontal
MAYO0019_4,1,0.15222086,frontal
MAYO0019_2,0,0.32122785,frontal
MAYO0019_5,1,0.7285189,frontal
MAYO0019_3,0,0.3245642,frontal
MAYO0019_0,0,0.252555,frontal
MEG0009_38,0,0.081826866,frontal
MEG0009_67,0,0.079215296,frontal
MEG0009_71,0,0.17348394,frontal
MEG0009_49,0,0.33997697,frontal
MEG0009_2,0,0.2289896,frontal
MEG0009_52,0,0.17810152,frontal
MEG0009_0,0,0.045352437,frontal
MEG0009_53,0,0.12667888,frontal
MEG0009_42,0,0.10833318,frontal
MEG0009_37,0,0.035225775,frontal
MEG0009_12,0,0.10054356,frontal
MEG0009_93,0,0.1087323,frontal
MEG0009_64,0,0.05214801,frontal
MEG0009_36,0,0.029233655,frontal
MEG0009_75,0,0.068749085,frontal
MEG0009_14,1,0.45643377,frontal
MEG0009_82,1,0.47625408,frontal
MEG0009_54,1,0.19226384,frontal
MEG0009_39,0,0.050129715,frontal
MEG0009_10,1,0.36686254,frontal
MEG0009_59,1,0.4073783,frontal
MEG0009_22,1,0.667354,frontal
MEG0009_70,1,0.6518908,frontal
MEG0009_63,0,0.3226673,frontal
MEG0009_43,1,0.5189211,frontal
MEG0009_55,1,0.71560866,frontal
MEG0009_66,1,0.8290217,frontal
MEG0009_4,1,0.9038887,frontal
MEG0009_56,1,0.9094448,frontal
MEG0009_80,1,0.77910185,frontal
MEG0009_62,1,0.72358966,frontal
MEG0009_46,1,0.8533315,frontal
MEG0009_91,1,0.1018185,frontal
MEG0009_32,0,0.02138889,frontal
MEG0009_72,0,0.15067296,frontal
MEG0009_69,0,0.24096029,frontal
MEG0009_89,0,0.18327926,frontal
MEG0009_34,1,0.14012511,frontal
MEG0009_74,0,0.045801304,frontal
MEG0009_83,0,0.31903246,frontal
MEG0009_85,0,0.04372018,frontal
MEG0009_81,0,0.13867253,frontal
MEG0009_90,1,0.27826762,frontal
MEG0009_79,1,0.58785117,frontal
MEG0009_65,0,0.5228422,frontal
MEG0009_68,0,0.08230918,frontal
MEG0009_57,1,0.29776803,frontal
MEG0009_1,1,0.510914,frontal
MEG0009_5,1,0.16229989,frontal
MEG0009_60,0,0.6183022,frontal
MEG0009_17,1,0.59430516,frontal
MEG0009_26,1,0.5151847,frontal
MEG0009_76,1,0.027742017,frontal
MEG0009_88,0,0.090722784,frontal
MEG0009_11,1,0.6370083,frontal
MEG0009_45,1,0.68341106,frontal
MEG0009_97,0,0.040310062,frontal
MEG0009_24,0,0.09704843,frontal
MEG0009_25,0,0.29939732,frontal
MEG0009_51,1,0.32880053,frontal
MEG0009_73,1,0.18035306,frontal
MEG0009_95,1,0.36320218,frontal
MEG0009_3,0,0.42875445,frontal
MEG0009_86,1,0.051078413,frontal
MEG0009_6,0,0.50362223,frontal
MEG0009_96,0,0.5195412,frontal
MEG0009_48,0,0.43800372,frontal
MEG0009_7,1,0.044038378,frontal
MEG0009_16,1,0.38252547,frontal
MEG0009_23,1,0.44062445,frontal
MEG0009_28,1,0.3846469,frontal
MEG0009_61,1,0.695457,frontal
MEG0009_87,1,0.44676706,frontal
MEG0009_9,1,0.28983143,frontal
MEG0009_21,0,0.13982074,frontal
MEG0009_44,1,0.91661674,frontal
MEG0009_58,1,0.89749455,frontal
MEG0009_77,1,0.87591517,frontal
MEG0009_27,1,0.8949266,frontal
MEG0009_8,1,0.8730843,frontal
MEG0009_31,1,0.8591624,frontal
MEG0009_50,1,0.80488926,frontal
MEG0009_84,1,0.58294284,frontal
MEG0009_41,0,0.002678996,frontal
MEG0009_18,1,0.16734773,frontal
MEG0009_94,0,0.01643556,frontal
MEG0009_40,0,0.013462967,frontal
MEG0009_20,0,0.17588091,frontal
MEG0009_78,0,0.46024325,frontal
MEG0009_19,0,0.2243402,frontal
MEG0009_47,0,0.054595266,frontal
MEG0009_30,0,0.6176037,frontal
MEG0009_35,0,0.07606571,frontal
MEG0009_33,0,0.3234197,frontal
MEG0009_13,0,0.243548,frontal
MEG0009_92,1,0.5367331,frontal
MEG0009_29,1,0.50048685,frontal
MEG0009_15,0,0.22869462,frontal
MEG0010_14,1,0.48513675,frontal
MEG0010_27,1,0.4126417,frontal
MEG0010_5,0,0.64047575,frontal
MEG0010_3,0,0.29171646,frontal
MEG0010_15,0,0.21358885,frontal
MEG0010_4,1,0.12221044,frontal
MEG0010_8,0,0.14304699,frontal
MEG0010_30,0,0.32240018,frontal
MEG0010_0,1,0.24998969,frontal
MEG0010_31,1,0.6852395,frontal
MEG0010_6,1,0.55393904,frontal
MEG0010_10,0,0.35997728,frontal
MEG0010_1,1,0.5747491,frontal
MEG0010_9,0,0.05669887,frontal
MEG0010_7,0,0.36057386,frontal
MEG0010_18,0,0.34635004,frontal
MEG0010_12,1,0.41964012,frontal
MEG0010_24,0,0.15983391,frontal
MEG0010_13,1,0.55661935,frontal
MEG0010_26,0,0.3711212,frontal
MEG0010_19,1,0.41888118,frontal
MEG0010_20,1,0.2350824,frontal
MEG0010_25,0,0.53119755,frontal
MEG0010_23,1,0.57841766,frontal
MEG0010_28,1,0.31314763,frontal
MEG0010_16,0,0.44816992,frontal
MEG0010_21,1,0.38366386,frontal
MEG0010_2,1,0.65239865,frontal
MEG0010_17,0,0.25176442,frontal
MEG0010_11,1,0.48645675,frontal
MEG0010_22,0,0.42502618,frontal
MEG0010_29,0,0.009188045,frontal
MEG0021_3,1,0.42330444,frontal
MEG0021_5,0,0.053895384,frontal
MEG0021_7,1,0.70436054,frontal
MEG0021_9,1,0.58054143,frontal
MEG0021_11,0,0.32504547,frontal
MEG0021_1,1,0.51425254,frontal
MEG0021_14,0,0.22103506,frontal
MEG0021_15,0,0.47775492,frontal
MEG0021_8,1,0.7696623,frontal
MEG0021_12,1,0.6482083,frontal
MEG0021_13,0,0.4238055,frontal
MEG0021_6,0,0.38056317,frontal
MEG0021_2,1,0.49321502,frontal
MEG0021_4,0,0.6533484,frontal
MEG0021_0,0,0.6851016,frontal
MEG0021_10,1,0.4158626,frontal
MEG0024_142,0,0.027205369,frontal
MEG0024_15,0,0.04337126,frontal
MEG0024_86,0,0.23685569,frontal
MEG0024_79,1,0.2961342,frontal
MEG0024_165,1,0.25572756,frontal
MEG0024_146,1,0.19860722,frontal
MEG0024_62,1,0.11830365,frontal
MEG0024_40,1,0.45384374,frontal
MEG0024_90,1,0.26834422,frontal
MEG0024_154,1,0.17473885,frontal
MEG0024_26,0,0.051014166,frontal
MEG0024_16,0,0.20785624,frontal
MEG0024_39,0,0.25362453,frontal
MEG0024_67,0,0.50083655,frontal
MEG0024_10,0,0.25364447,frontal
MEG0024_172,0,0.09479621,frontal
MEG0024_37,0,0.11420078,frontal
MEG0024_170,0,0.073679715,frontal
MEG0024_226,0,0.59829915,frontal
MEG0024_105,0,0.28393382,frontal
MEG0024_97,0,0.055405095,frontal
MEG0024_1,0,0.40352172,frontal
MEG0024_159,0,0.014667003,frontal
MEG0024_65,0,0.11713457,frontal
MEG0024_83,0,0.20190401,frontal
MEG0024_121,1,0.45212272,frontal
MEG0024_207,0,0.59997517,frontal
MEG0024_199,1,0.27953482,frontal
MEG0024_209,0,0.38070127,frontal
MEG0024_156,0,0.06944554,frontal
MEG0024_0,0,0.29121953,frontal
MEG0024_42,0,0.4687644,frontal
MEG0024_8,1,0.3063769,frontal
MEG0024_140,0,0.09980246,frontal
MEG0024_35,0,0.082412034,frontal
MEG0024_188,1,0.600703,frontal
MEG0024_24,0,0.10008966,frontal
MEG0024_134,0,0.027083797,frontal
MEG0024_81,1,0.3887266,frontal
MEG0024_150,0,0.24798787,frontal
MEG0024_184,0,0.6633011,frontal
MEG0024_108,0,0.10668723,frontal
MEG0024_185,1,0.5147571,frontal
MEG0024_58,1,0.6832038,frontal
MEG0024_25,1,0.4865336,frontal
MEG0024_227,1,0.43479046,frontal
MEG0024_22,0,0.18750371,frontal
MEG0024_7,1,0.43446946,frontal
MEG0024_18,1,0.63045734,frontal
MEG0024_141,1,0.45001677,frontal
MEG0024_167,1,0.4430092,frontal
MEG0024_123,0,0.4500443,frontal
MEG0024_217,0,0.123500235,frontal
MEG0024_153,1,0.52023786,frontal
MEG0024_82,0,0.08787242,frontal
MEG0024_228,1,0.4047599,frontal
MEG0024_178,0,0.23813795,frontal
MEG0024_192,0,0.19136928,frontal
MEG0024_231,0,0.25275138,frontal
MEG0024_112,0,0.6117462,frontal
MEG0024_69,0,0.20748216,frontal
MEG0024_12,1,0.25331652,frontal
MEG0024_206,1,0.38582578,frontal
MEG0024_92,1,0.6518048,frontal
MEG0024_131,0,0.501964,frontal
MEG0024_100,0,0.4725247,frontal
MEG0024_43,0,0.082429774,frontal
MEG0024_19,0,0.48568857,frontal
MEG0024_196,1,0.7161354,frontal
MEG0024_129,1,0.63114446,frontal
MEG0024_213,1,0.1902678,frontal
MEG0024_157,1,0.5861553,frontal
MEG0024_124,1,0.23456916,frontal
MEG0024_73,1,0.32732606,frontal
MEG0024_109,0,0.6278886,frontal
MEG0024_87,1,0.2886274,frontal
MEG0024_176,0,0.07640301,frontal
MEG0024_182,1,0.4788682,frontal
MEG0024_21,1,0.438105,frontal
MEG0024_45,0,0.10513421,frontal
MEG0024_203,0,0.66134757,frontal
MEG0024_197,0,0.07919899,frontal
MEG0024_201,1,0.4994397,frontal
MEG0024_4,1,0.63223076,frontal
MEG0024_137,1,0.6286184,frontal
MEG0024_119,1,0.5391787,frontal
MEG0024_114,1,0.38475057,frontal
MEG0024_64,0,0.50974345,frontal
MEG0024_139,0,0.6121138,frontal
MEG0024_151,1,0.16731063,frontal
MEG0024_202,0,0.44958362,frontal
MEG0024_31,1,0.37361243,frontal
MEG0024_130,1,0.36524105,frontal
MEG0024_230,0,0.29231536,frontal
MEG0024_76,1,0.058331627,frontal
MEG0024_173,1,0.45869958,frontal
MEG0024_84,1,0.61051184,frontal
MEG0024_14,0,0.4713985,frontal
MEG0024_214,0,0.36203605,frontal
MEG0024_9,0,0.021733709,frontal
MEG0024_20,1,0.44660679,frontal
MEG0024_104,1,0.19030383,frontal
MEG0024_216,0,0.29074103,frontal
MEG0024_224,0,0.44746116,frontal
MEG0024_60,1,0.4031917,frontal
MEG0024_96,1,0.1453121,frontal
MEG0024_198,1,0.41778183,frontal
MEG0024_194,1,0.19418193,frontal
MEG0024_5,0,0.2896968,frontal
MEG0024_56,0,0.4168623,frontal
MEG0024_183,1,0.1253619,frontal
MEG0024_117,1,0.49631846,frontal
MEG0024_120,0,0.1355295,frontal
MEG0024_135,0,0.2803486,frontal
MEG0024_85,1,0.09883123,frontal
MEG0024_175,1,0.37873018,frontal
MEG0024_155,0,0.037774913,frontal
MEG0024_91,1,0.31753182,frontal
MEG0024_101,1,0.49638596,frontal
MEG0024_222,1,0.1713999,frontal
MEG0024_144,1,0.70272124,frontal
MEG0024_51,1,0.047624514,frontal
MEG0024_102,1,0.7390474,frontal
MEG0024_99,1,0.369453,frontal
MEG0024_47,1,0.16431454,frontal
MEG0024_34,0,0.30670407,frontal
MEG0024_36,0,0.12769255,frontal
MEG0024_149,0,0.29433468,frontal
MEG0024_61,1,0.49371535,frontal
MEG0024_38,1,0.3846453,frontal
MEG0024_57,1,0.2955089,frontal
MEG0024_136,1,0.3590569,frontal
MEG0024_50,1,0.5526417,frontal
MEG0024_17,0,0.37413535,frontal
MEG0024_74,1,0.71254975,frontal
MEG0024_63,1,0.37655875,frontal
MEG0024_29,0,0.080931745,frontal
MEG0024_208,0,0.013635315,frontal
MEG0024_145,0,0.05372268,frontal
MEG0024_163,0,0.20777252,frontal
MEG0024_189,0,0.07486816,frontal
MEG0024_2,0,0.0147600975,frontal
MEG0024_33,1,0.54498315,frontal
MEG0024_212,1,0.0997623,frontal
MEG0024_180,1,0.47205564,frontal
MEG0024_125,1,0.14126654,frontal
MEG0024_110,1,0.14550291,frontal
MEG0024_75,1,0.14269084,frontal
MEG0024_190,1,0.022239182,frontal
MEG0024_118,1,0.4234057,frontal
MEG0024_219,0,0.7788072,frontal
MEG0024_72,0,0.54198265,frontal
MEG0024_181,0,0.42694134,frontal
MEG0024_162,1,0.5434261,frontal
MEG0024_152,0,0.39201903,frontal
MEG0024_171,0,0.09951755,frontal
MEG0024_11,0,0.17578185,frontal
MEG0024_59,0,0.48248425,frontal
MEG0024_28,0,0.66624486,frontal
MEG0024_191,0,0.24397443,frontal
MEG0024_128,0,0.46675974,frontal
MEG0024_13,1,0.563784,frontal
MEG0024_133,1,0.63646454,frontal
MEG0024_54,1,0.50406086,frontal
MEG0024_138,1,0.5046128,frontal
MEG0024_41,1,0.42982256,frontal
MEG0024_103,0,0.22222443,frontal
MEG0024_52,0,0.41946653,frontal
MEG0024_220,0,0.631224,frontal
MEG0024_32,1,0.24970783,frontal
MEG0024_71,1,0.36188972,frontal
MEG0024_77,1,0.21996453,frontal
MEG0024_126,1,0.50884384,frontal
MEG0024_89,1,0.10345723,frontal
MEG0024_186,1,0.51576257,frontal
MEG0024_80,0,0.21130425,frontal
MEG0024_225,0,0.5860777,frontal
MEG0024_115,0,0.3193376,frontal
MEG0024_88,0,0.45660955,frontal
MEG0024_127,0,0.07659089,frontal
MEG0024_195,0,0.25505155,frontal
MEG0024_55,0,0.6729269,frontal
MEG0024_122,1,0.5205739,frontal
MEG0024_158,0,0.19454801,frontal
MEG0024_98,1,0.4055045,frontal
MEG0024_113,0,0.30966464,frontal
MEG0024_95,0,0.13157673,frontal
MEG0024_148,0,0.035364192,frontal
MEG0024_116,0,0.25269082,frontal
MEG0024_27,0,0.07501736,frontal
MEG0024_53,0,0.28993234,frontal
MEG0024_161,0,0.3922293,frontal
MEG0024_210,0,0.28725925,frontal
MEG0024_3,0,0.0034484186,frontal
MEG0024_169,1,0.63058347,frontal
MEG0024_168,0,0.18885368,frontal
MEG0024_6,1,0.45844698,frontal
MEG0024_106,0,0.3423023,frontal
MEG0024_147,1,0.42738527,frontal
MEG0024_46,1,0.33610466,frontal
MEG0024_205,1,0.4930738,frontal
MEG0024_48,1,0.545674,frontal
MEG0024_68,0,0.43754008,frontal
MEG0024_218,0,0.281078,frontal
MEG0024_111,0,0.15082856,frontal
MEG0024_223,1,0.07812932,frontal
MEG0024_160,1,0.44853905,frontal
MEG0024_166,0,0.058070634,frontal
MEG0024_30,0,0.3885932,frontal
MEG0024_132,0,0.11155422,frontal
MEG0024_143,1,0.66822183,frontal
MEG0024_221,0,0.06614355,frontal
MEG0024_107,1,0.33376673,frontal
MEG0024_229,0,0.48355925,frontal
MEG0024_204,1,0.1927755,frontal
MEG0024_94,1,0.30572838,frontal
MEG0024_179,1,0.22687896,frontal
MEG0024_23,1,0.14965987,frontal
MEG0024_70,1,0.30111352,frontal
MEG0024_49,1,0.4605196,frontal
MEG0024_66,1,0.52347314,frontal
MEG0024_200,1,0.33837715,frontal
MEG0024_78,1,0.10896195,frontal
MEG0024_215,1,0.17735308,frontal
MEG0024_174,1,0.2693704,frontal
MEG0024_187,0,0.24675721,frontal
MEG0024_177,0,0.6790475,frontal
MEG0024_164,0,0.19202748,frontal
MEG0024_193,1,0.6687306,frontal
MEG0024_211,1,0.16502024,frontal
MEG0024_93,1,0.44986734,frontal
MEG0024_44,0,0.24761079,frontal
MEG0025_4,0,0.19979675,frontal
MEG0025_17,0,0.47908086,frontal
MEG0025_16,0,0.25706422,frontal
MEG0025_2,1,0.6999541,frontal
MEG0025_18,0,0.3616474,frontal
MEG0025_21,1,0.47478265,frontal
MEG0025_6,0,0.11819979,frontal
MEG0025_22,0,0.33312258,frontal
MEG0025_5,1,0.3547111,frontal
MEG0025_3,1,0.62079567,frontal
MEG0025_20,1,0.4024627,frontal
MEG0025_9,1,0.6042047,frontal
MEG0025_13,0,0.22410944,frontal
MEG0025_10,1,0.53474194,frontal
MEG0025_23,0,0.4185172,frontal
MEG0025_8,1,0.7027059,frontal
MEG0025_11,0,0.18383385,frontal
MEG0025_1,1,0.64863044,frontal
MEG0025_19,1,0.5033154,frontal
MEG0025_15,0,0.20980416,frontal
MEG0025_14,1,0.13933627,frontal
MEG0025_7,1,0.63110656,frontal
MEG0025_0,0,0.11543647,frontal
MEG0025_12,0,0.15934263,frontal
MEG0026_13,0,0.021474665,frontal
MEG0026_8,1,0.204834,frontal
MEG0026_1,0,0.08999875,frontal
MEG0026_14,1,0.31802526,frontal
MEG0026_11,0,0.041909344,frontal
MEG0026_5,0,0.16566105,frontal
MEG0026_15,0,0.043702826,frontal
MEG0026_9,0,0.020935506,frontal
MEG0026_12,1,0.49747214,frontal
MEG0026_4,1,0.29915205,frontal
MEG0026_10,1,0.07440542,frontal
