event_file,fraction_of_yes,pred,ChannelLocation
Bonobo02140_0_2769,0.8888888888888888,0.6939841,frontal
Bonobo02233_0_100248,1.0,0.652771,frontal
Bonobo02233_0_100702,1.0,0.7299357,frontal
Bonobo02233_0_124269,1.0,0.92347246,frontal
Bonobo02233_0_124399,1.0,0.90650374,frontal
Bonobo02233_0_143655,1.0,0.95467544,frontal
Bonobo02233_0_152514,1.0,0.8294168,frontal
Bonobo02233_0_152579,1.0,0.829165,frontal
Bonobo02233_0_161177,1.0,0.93294036,frontal
Bonobo02233_0_161259,1.0,0.8940754,frontal
Bonobo02233_0_161886,1.0,0.94023865,frontal
Bonobo02233_0_75379,1.0,0.7338998,frontal
Bonobo02233_0_87628,1.0,0.8989713,frontal
Bonobo02233_1_3240,1.0,0.9326133,frontal
Bonobo02345_0_104048,0.875,0.86276,frontal
Bonobo02345_0_110566,0.875,0.8497354,frontal
Bonobo02345_0_116559,0.875,0.81412584,frontal
Bonobo02345_0_145915,0.875,0.7629368,frontal
Bonobo02345_0_153757,0.875,0.8619647,frontal
Bonobo02345_0_163154,0.875,0.73436016,frontal
Bonobo02345_0_168587,0.875,0.77532107,frontal
Bonobo02345_0_169260,0.875,0.72607607,frontal
Bonobo02345_0_177080,0.875,0.8064758,frontal
Bonobo02345_0_188921,0.875,0.64625156,frontal
Bonobo02345_0_200098,0.875,0.8436204,frontal
Bonobo02345_0_203924,0.875,0.72698677,frontal
Bonobo02345_0_208256,0.875,0.7398111,frontal
Bonobo02345_0_227494,0.875,0.39860287,frontal
Bonobo02345_0_72262,0.875,0.84656703,frontal
Bonobo02439_1_4391,0.875,0.7247792,frontal
Bonobo02455_1_120345,1.0,0.8843763,frontal
Bonobo02455_1_151139,1.0,0.87885237,frontal
Bonobo02455_1_176309,1.0,0.85117906,frontal
Bonobo02455_1_182660,1.0,0.8702415,frontal
Bonobo02455_1_83719,0.875,0.8708614,frontal
Bonobo02455_1_86195,0.875,0.8927412,frontal
Bonobo02455_1_87064,1.0,0.8139424,frontal
Bonobo02455_1_90313,0.875,0.82911414,frontal
Bonobo02479_0_2478,0.9166666666666666,0.6803481,frontal
Bonobo02526_1_103011,0.875,0.66542953,frontal
Bonobo02526_1_113383,0.875,0.71220493,frontal
Bonobo02526_1_123275,0.875,0.7620954,frontal
Bonobo02526_1_20299,0.875,0.6583288,frontal
Bonobo02526_1_24045,0.875,0.7265944,frontal
Bonobo02526_1_28098,0.875,0.69077194,frontal
Bonobo02526_1_28664,0.875,0.62459123,frontal
Bonobo02526_1_29032,0.875,0.5897632,frontal
Bonobo02526_1_37160,0.875,0.7089659,frontal
Bonobo02526_1_48335,0.875,0.7651206,frontal
Bonobo02526_1_61004,0.875,0.4702257,frontal
Bonobo02526_1_61840,0.875,0.70635986,frontal
Bonobo02526_1_62803,0.875,0.7549853,frontal
Bonobo02526_1_63286,0.875,0.6894105,frontal
Bonobo02526_1_77641,0.875,0.7171989,frontal
Bonobo02526_1_78910,0.875,0.5045813,frontal
Bonobo02526_1_88526,0.875,0.5334084,frontal
Bonobo02526_1_97816,0.875,0.70187515,frontal
Bonobo02775_0_122446,1.0,0.83868283,frontal
Bonobo02775_0_169905,0.875,0.8077165,frontal
Bonobo02775_0_19568,0.875,0.9105618,frontal
Bonobo02775_0_207069,1.0,0.91064584,frontal
Bonobo02775_0_230712,0.875,0.8399884,frontal
Bonobo02775_0_247162,0.875,0.8728338,frontal
Bonobo02775_0_258802,0.875,0.88502157,frontal
Bonobo02775_0_274913,1.0,0.8955226,frontal
Bonobo02775_0_284204,0.875,0.8930231,frontal
Bonobo02775_0_29266,0.875,0.89100206,frontal
Bonobo02775_0_292928,1.0,0.8556145,frontal
Bonobo02775_0_295283,0.875,0.90931666,frontal
Bonobo02775_0_46048,1.0,0.8805482,frontal
Bonobo02775_0_47330,0.875,0.8370698,frontal
Bonobo02775_0_52664,0.875,0.9071406,frontal
Bonobo02775_0_6237,0.875,0.8413667,frontal
Bonobo02775_0_6499,0.875,0.8641049,frontal
Bonobo02775_0_68890,1.0,0.8736164,frontal
Bonobo02775_0_92769,0.875,0.91320103,frontal
Bonobo02966_1_101361,1.0,0.80781764,frontal
Bonobo02966_1_102082,1.0,0.6353479,frontal
Bonobo02966_1_107505,1.0,0.6754931,frontal
Bonobo02966_1_107660,1.0,0.6732274,frontal
Bonobo02966_1_110011,0.875,0.31207296,frontal
Bonobo02966_1_11332,1.0,0.6752968,frontal
Bonobo02966_1_114029,1.0,0.6424193,frontal
Bonobo02966_1_121258,1.0,0.7967772,frontal
Bonobo02966_1_122715,1.0,0.46929753,frontal
Bonobo02966_1_127894,0.875,0.531363,frontal
Bonobo02966_1_129650,1.0,0.739922,frontal
Bonobo02966_1_131450,0.875,0.6417055,frontal
Bonobo02966_1_132255,1.0,0.6324598,frontal
Bonobo02966_1_13411,1.0,0.79120713,frontal
Bonobo02966_1_138318,1.0,0.6889565,frontal
Bonobo02966_1_139610,1.0,0.8218425,frontal
Bonobo02966_1_140525,1.0,0.49369624,frontal
Bonobo02966_1_14410,1.0,0.7367728,frontal
Bonobo02966_1_147377,1.0,0.8088023,frontal
Bonobo02966_1_152596,0.875,0.7752587,frontal
Bonobo02966_1_158891,0.875,0.794813,frontal
Bonobo02966_1_159778,1.0,0.67176867,frontal
Bonobo02966_1_162079,0.875,0.692428,frontal
Bonobo02966_1_164567,0.875,0.7255773,frontal
Bonobo02966_1_166158,1.0,0.41740847,frontal
Bonobo02966_1_16916,1.0,0.120273516,frontal
Bonobo02966_1_172264,1.0,0.566997,frontal
Bonobo02966_1_174319,1.0,0.52020025,frontal
Bonobo02966_1_17588,1.0,0.58542454,frontal
Bonobo02966_1_178153,0.875,0.51171553,frontal
Bonobo02966_1_182561,0.875,0.5563147,frontal
Bonobo02966_1_183722,1.0,0.77145386,frontal
Bonobo02966_1_184057,0.875,0.69778526,frontal
Bonobo02966_1_193402,0.875,0.63788587,frontal
Bonobo02966_1_194022,0.875,0.7161119,frontal
Bonobo02966_1_195216,1.0,0.46132904,frontal
Bonobo02966_1_196510,1.0,0.7037719,frontal
Bonobo02966_1_196679,1.0,0.5543645,frontal
Bonobo02966_1_19728,1.0,0.5964548,frontal
Bonobo02966_1_200684,0.875,0.7426927,frontal
Bonobo02966_1_210467,1.0,0.8897545,frontal
Bonobo02966_1_211046,0.875,0.8323436,frontal
Bonobo02966_1_212787,0.875,0.6503427,frontal
Bonobo02966_1_214274,0.875,0.73268986,frontal
Bonobo02966_1_215278,0.875,0.57592356,frontal
Bonobo02966_1_219982,0.875,0.4247448,frontal
Bonobo02966_1_222999,0.875,0.6738456,frontal
Bonobo02966_1_227363,0.875,0.79496944,frontal
Bonobo02966_1_231638,1.0,0.73485225,frontal
Bonobo02966_1_27648,0.8947368421052632,0.70258695,frontal
Bonobo02966_1_4379,1.0,0.72871184,frontal
Bonobo02966_1_45921,1.0,0.61967045,frontal
Bonobo02966_1_49815,0.875,0.7659454,frontal
Bonobo02966_1_50210,1.0,0.7850827,frontal
Bonobo02966_1_5159,0.875,0.70043504,frontal
Bonobo02966_1_5306,0.875,0.28191522,frontal
Bonobo02966_1_6528,1.0,0.6566415,frontal
Bonobo02966_1_71532,0.875,0.5233209,frontal
Bonobo02966_1_7342,1.0,0.6646398,frontal
Bonobo02966_1_80666,0.875,0.7710646,frontal
Bonobo02966_1_8232,0.875,0.5362928,frontal
Bonobo02966_1_82891,0.875,0.36211175,frontal
Bonobo02966_1_92221,1.0,0.7588466,frontal
Bonobo02966_1_92309,0.875,0.5384228,frontal
Bonobo02966_1_94400,0.875,0.58961505,frontal
Bonobo02966_1_98459,1.0,0.55053055,frontal
Bonobo02966_1_99425,0.875,0.7329219,frontal
Bonobo02966_2_15895,0.875,0.7438301,frontal
Bonobo02966_2_21179,1.0,0.464374,frontal
Bonobo02966_2_23234,0.875,0.83516234,frontal
Bonobo02966_2_25331,1.0,0.75410986,frontal
Bonobo02966_2_26657,1.0,0.5285533,frontal
Bonobo02966_2_28509,1.0,0.84242254,frontal
Bonobo02966_2_33111,0.875,0.6837127,frontal
Bonobo02966_2_33803,0.875,0.79346365,frontal
Bonobo02966_2_36142,1.0,0.27810305,frontal
Bonobo02966_2_36225,0.875,0.42621678,frontal
Bonobo02966_2_38234,1.0,0.54082465,frontal
Bonobo02966_2_38879,1.0,0.6883784,frontal
Bonobo02966_2_41127,0.875,0.76327854,frontal
Bonobo02966_2_45751,1.0,0.5897815,frontal
Bonobo02966_2_7413,0.875,0.7171032,frontal
Bonobo02966_2_8557,1.0,0.48220146,frontal
Bonobo02966_2_9247,1.0,0.76175076,frontal
Bonobo03049_1_5076,1.0,0.68195224,frontal
Bonobo03049_1_56819,0.875,0.4758782,frontal
Bonobo03049_1_6453,1.0,0.606315,frontal
Bonobo03049_1_86578,1.0,0.42898235,frontal
Bonobo03049_1_90655,1.0,0.37299386,frontal
Bonobo03049_1_92668,0.875,0.4393447,frontal
Bonobo03049_1_95056,0.875,0.41866457,frontal
Bonobo03049_1_97796,1.0,0.44539043,frontal
Bonobo03049_1_98911,1.0,0.14142211,frontal
Bonobo03049_1_98984,1.0,0.45837966,frontal
Bonobo03231_1_59430,0.875,0.5312019,frontal
Bonobo03231_1_59570,1.0,0.6594488,frontal
Bonobo03231_1_62354,0.875,0.7914906,frontal
Bonobo03231_1_67547,1.0,0.7702316,frontal
Bonobo03231_2_218594,0.875,0.7198041,frontal
Bonobo03231_2_219039,0.875,0.33965403,frontal
Bonobo03231_2_227911,1.0,0.6236461,frontal
Bonobo03231_2_245489,0.875,0.5910336,frontal
Bonobo03231_4_296434,0.875,0.55668783,frontal
Bonobo03231_4_303300,1.0,0.5900835,frontal
Bonobo03231_4_303707,0.875,0.6716179,frontal
Bonobo03231_4_306410,1.0,0.2909759,frontal
Bonobo03231_4_307075,0.875,0.53529334,frontal
Bonobo03231_4_312402,1.0,0.4664668,frontal
Bonobo03231_4_315529,0.875,0.4908129,frontal
Bonobo03231_4_315592,1.0,0.54644567,frontal
Bonobo03231_4_324800,1.0,0.2936621,frontal
Bonobo03231_4_325267,0.875,0.40366107,frontal
Bonobo03285_0_181323,0.875,0.8701745,frontal
Bonobo03285_0_198518,0.875,0.637553,frontal
Bonobo03285_0_236155,0.875,0.7335569,frontal
Bonobo03285_0_254295,0.875,0.6204219,frontal
Bonobo03389_1_115714,1.0,0.7361582,frontal
Bonobo03389_1_4909,0.875,0.79420686,frontal
Bonobo03389_1_50478,0.875,0.68154615,frontal
Bonobo03389_1_70908,1.0,0.7120309,frontal
Bonobo03389_1_7117,0.875,0.89388514,frontal
Bonobo03389_1_85586,0.875,0.8380958,frontal
Bonobo03389_1_94892,0.875,0.742364,frontal
Bonobo03628_0_27,1.0,0.7870842,frontal
Bonobo03666_0_20488,1.0,0.88215524,frontal
Bonobo03666_0_23870,1.0,0.63249636,frontal
Bonobo03666_0_6292,0.875,0.7099285,frontal
Bonobo03666_0_6293,0.875,0.6906037,frontal
Bonobo03675_0_136009,1.0,0.71753913,frontal
Bonobo03675_0_143762,0.875,0.5420455,frontal
Bonobo03675_0_145003,1.0,0.62311494,frontal
Bonobo03675_0_150554,0.875,0.5955636,frontal
Bonobo03675_0_151937,1.0,0.84363306,frontal
Bonobo03675_0_157284,0.875,0.6560158,frontal
Bonobo03675_0_158971,0.875,0.8024496,frontal
Bonobo03675_0_161140,0.875,0.8326255,frontal
Bonobo03675_0_170250,0.875,0.7540498,frontal
Bonobo03675_0_172264,0.875,0.8853054,frontal
Bonobo03675_0_177460,0.875,0.53238255,frontal
Bonobo03675_0_180412,0.875,0.62491333,frontal
Bonobo03675_0_186226,1.0,0.028937157,frontal
Bonobo03675_0_194500,0.875,0.899991,frontal
Bonobo03675_0_195131,1.0,0.85827374,frontal
Bonobo03675_0_204593,1.0,0.83777916,frontal
Bonobo03758_0_275676,1.0,0.9473171,frontal
Bonobo03758_0_289810,0.875,0.8964482,frontal
Bonobo03758_0_298201,1.0,0.89399993,frontal
Bonobo03809_0_3103,1.0,0.6153346,frontal
Bonobo03809_0_3176,0.9166666666666666,0.6332087,frontal
Bonobo03809_1_100904,1.0,0.8725044,frontal
Bonobo03809_1_112480,0.875,0.6619315,frontal
Bonobo03809_1_116116,1.0,0.7337769,frontal
Bonobo03809_1_12631,1.0,0.83099705,frontal
Bonobo03809_1_127176,1.0,0.8977051,frontal
Bonobo03809_1_139730,0.875,0.81646407,frontal
Bonobo03809_1_148538,1.0,0.68311846,frontal
Bonobo03809_1_156104,1.0,0.79994035,frontal
Bonobo03809_1_156594,1.0,0.8782973,frontal
Bonobo03809_1_158083,1.0,0.9047989,frontal
Bonobo03809_1_185724,1.0,0.6317157,frontal
Bonobo03809_1_203889,0.875,0.6910082,frontal
Bonobo03809_1_210270,1.0,0.81407624,frontal
Bonobo03809_1_211428,1.0,0.78624314,frontal
Bonobo03809_1_249820,1.0,0.81018066,frontal
Bonobo03809_1_25571,1.0,0.66062593,frontal
Bonobo03809_1_258113,1.0,0.78549755,frontal
Bonobo03809_1_259324,0.875,0.58931565,frontal
Bonobo03809_1_259926,1.0,0.7733131,frontal
Bonobo03809_1_37726,1.0,0.87153935,frontal
Bonobo03809_1_4891,1.0,0.85436976,frontal
Bonobo03809_1_4899,1.0,0.86003286,frontal
Bonobo03809_1_50223,1.0,0.8367921,frontal
Bonobo03809_1_66582,1.0,0.8184535,frontal
Bonobo03809_1_74626,1.0,0.8380482,frontal
Bonobo03809_1_94358,1.0,0.875799,frontal
Bonobo03809_2_142540,1.0,0.74594766,frontal
Bonobo03809_2_158141,0.875,0.73032296,frontal
Bonobo03809_2_192695,0.875,0.54356223,frontal
Bonobo03809_2_209893,1.0,0.7010058,frontal
Bonobo03809_2_230354,1.0,0.6442663,frontal
Bonobo03809_2_84836,0.875,0.6674546,frontal
Bonobo04017_0_3002,0.9444444444444444,0.43780014,frontal
Bonobo04017_0_3043,0.9333333333333332,0.82867914,frontal
Bonobo04017_0_3338,1.0,0.84983164,frontal
Bonobo04017_0_3512,1.0,0.7318766,frontal
Bonobo04091_0_3165,0.9444444444444444,0.747755,frontal
Bonobo04272_0_204716,1.0,0.92399085,frontal
Bonobo04272_0_211618,0.875,0.8955641,frontal
Bonobo04272_0_259734,1.0,0.9589885,frontal
Bonobo04272_0_259867,1.0,0.97009194,frontal
Bonobo04272_0_259951,1.0,0.9631529,frontal
Bonobo04272_0_260225,1.0,0.92271626,frontal
Bonobo04272_0_260679,1.0,0.8818972,frontal
Bonobo04272_0_260731,1.0,0.873183,frontal
Bonobo04467_1_103250,1.0,0.66185683,frontal
Bonobo04467_1_110497,0.875,0.55195856,frontal
Bonobo04467_1_115424,1.0,0.7659525,frontal
Bonobo04467_1_124635,1.0,0.70577234,frontal
Bonobo04467_1_148362,1.0,0.57276064,frontal
Bonobo04467_1_62214,0.875,0.519367,frontal
Bonobo04467_1_67865,1.0,0.52988577,frontal
Bonobo04467_1_81442,1.0,0.47999415,frontal
Bonobo04467_1_9248,1.0,0.5330799,frontal
Bonobo04529_0_125274,0.875,0.610269,frontal
Bonobo04529_0_206717,0.875,0.6610108,frontal
Bonobo04529_0_282553,0.875,0.5002909,frontal
Bonobo04529_0_72810,0.875,0.58605343,frontal
Bonobo04568_0_154264,1.0,0.73095596,frontal
Bonobo04568_0_345822,0.875,0.94915617,frontal
Bonobo04711_0_251950,0.875,0.8257396,frontal
Bonobo04711_0_276652,1.0,0.6790909,frontal
Bonobo04711_0_283478,1.0,0.8855769,frontal
Bonobo04711_0_285552,0.875,0.799534,frontal
Bonobo04711_0_331955,1.0,0.900797,frontal
Bonobo04792_0_124843,0.875,0.8445069,frontal
Bonobo04792_0_152704,0.875,0.7446354,frontal
Bonobo04792_0_183048,0.875,0.79445565,frontal
Bonobo04792_0_185297,1.0,0.8164939,frontal
Bonobo04792_0_72543,0.875,0.6771213,frontal
Bonobo04792_0_8953,1.0,0.67616934,frontal
Bonobo04818_0_12251,0.875,0.46771005,frontal
Bonobo04818_0_42586,0.875,0.4536988,frontal
Bonobo04818_0_4974,0.875,0.4609165,frontal
Bonobo04818_0_95924,0.875,0.7422532,frontal
Bonobo04857_4_254740,0.875,0.85203695,frontal
Bonobo04857_4_298707,0.875,0.75819504,frontal
Bonobo04857_4_300860,0.875,0.8854169,frontal
Bonobo04857_4_316738,1.0,0.8428462,frontal
Bonobo04857_4_332182,1.0,0.7973524,frontal
Bonobo04857_4_332615,1.0,0.76702285,frontal
Bonobo04857_5_100036,1.0,0.7990353,frontal
Bonobo04857_5_125122,1.0,0.8084982,frontal
Bonobo04857_5_131989,1.0,0.8882695,frontal
Bonobo04878_0_113046,1.0,0.68538404,frontal
Bonobo04878_0_131912,1.0,0.7545682,frontal
Bonobo04878_0_149377,1.0,0.5792191,frontal
Bonobo04878_0_159683,1.0,0.59587,frontal
Bonobo04878_0_162141,1.0,0.55584574,frontal
Bonobo04878_0_206720,0.875,0.5739253,frontal
Bonobo04878_0_222913,1.0,0.663729,frontal
Bonobo04878_0_243074,0.875,0.7937331,frontal
Bonobo04878_0_49188,0.875,0.5545043,frontal
Bonobo04878_0_91503,1.0,0.5673178,frontal
Bonobo04878_0_99337,1.0,0.3941781,frontal
Bonobo05055_0_55531,0.875,0.4911372,frontal
Bonobo05055_0_82106,1.0,0.7616128,frontal
Bonobo05055_0_82163,0.875,0.4892729,frontal
Bonobo05316_0_2624,0.8888888888888888,0.104161635,frontal
Bonobo05376_0_119895,0.875,0.39041498,frontal
Bonobo05376_0_35426,0.875,0.45953643,frontal
Bonobo05421_0_123177,0.875,0.7306039,frontal
Bonobo05421_0_242666,0.875,0.44102922,frontal
Bonobo05421_0_242851,0.875,0.7084018,frontal
Bonobo05421_0_48109,0.875,0.9274184,frontal
Bonobo05421_0_76441,1.0,0.818718,frontal
Bonobo05421_0_92081,1.0,0.73484445,frontal
Bonobo05467_1_126350,1.0,0.9541576,frontal
Bonobo05467_1_126641,1.0,0.9568706,frontal
Bonobo05467_1_126816,1.0,0.94728386,frontal
Bonobo05467_1_200076,1.0,0.97404546,frontal
Bonobo05467_1_200206,1.0,0.97618914,frontal
Bonobo05467_1_200376,1.0,0.9591832,frontal
Bonobo05467_1_200649,1.0,0.9431015,frontal
Bonobo05467_2_103253,1.0,0.96907157,frontal
Bonobo05467_2_103256,1.0,0.971883,frontal
Bonobo05467_2_93995,1.0,0.9776213,frontal
Bonobo05467_2_94031,1.0,0.97153217,frontal
Bonobo05467_2_94075,1.0,0.9654106,frontal
Bonobo05467_2_94125,1.0,0.97104937,frontal
Bonobo05467_2_94514,1.0,0.894108,frontal
Bonobo05478_0_256286,0.875,0.8474374,frontal
Bonobo05514_1_229697,1.0,0.37743855,frontal
Bonobo05514_1_28764,0.875,0.6858305,frontal
Bonobo05523_0_982,1.0,0.5906869,frontal
Bonobo05610_0_175737,0.875,0.89565194,frontal
Bonobo05612_1_113935,1.0,0.8002804,frontal
Bonobo05612_1_52926,1.0,0.8238062,frontal
Bonobo05612_1_54439,1.0,0.79427,frontal
Bonobo05612_1_54538,1.0,0.55895084,frontal
Bonobo05612_1_65452,1.0,0.77089685,frontal
Bonobo05612_1_78268,1.0,0.7533616,frontal
Bonobo05612_1_86781,1.0,0.57984656,frontal
Bonobo05612_1_88287,1.0,0.7420002,frontal
Bonobo05750_1_107508,1.0,0.8291244,frontal
Bonobo05750_1_25184,1.0,0.7442763,frontal
Bonobo05750_1_53572,1.0,0.6052935,frontal
Bonobo05750_1_55447,0.875,0.37073037,frontal
Bonobo05750_1_66803,0.875,0.7898377,frontal
Bonobo05750_1_73323,1.0,0.7621005,frontal
Bonobo05750_1_90258,1.0,0.73574317,frontal
Bonobo05750_1_94191,1.0,0.7940434,frontal
Bonobo05787_0_236,1.0,0.3297642,frontal
Bonobo05795_0_42160,1.0,0.89951503,frontal
Bonobo05795_0_42467,1.0,0.9103195,frontal
Bonobo05795_0_42532,1.0,0.84913677,frontal
Bonobo05795_1_131513,1.0,0.7991497,frontal
Bonobo05795_1_139459,1.0,0.960326,frontal
Bonobo05795_1_139788,1.0,0.90965486,frontal
Bonobo05795_1_44804,1.0,0.98041576,frontal
Bonobo05795_1_44864,1.0,0.95615035,frontal
Bonobo05795_1_44946,1.0,0.9226108,frontal
Bonobo05795_1_45033,1.0,0.90301,frontal
Bonobo05795_1_45330,1.0,0.7697408,frontal
Bonobo05795_1_76738,1.0,0.8573485,frontal
Bonobo05804_0_23529,0.875,0.6587972,frontal
Bonobo05804_0_24653,0.875,0.7096302,frontal
Bonobo06115_1_1587,0.875,0.40162253,frontal
Bonobo06346_0_287175,0.875,0.29758018,frontal
Bonobo00157_0_424,0.0,0.25770116,frontal
Bonobo00190_0_2240,0.0,0.25632125,frontal
Bonobo00327_0_1649,0.0,0.7197571,frontal
Bonobo00395_0_122351,0.0,0.3994026,frontal
Bonobo00407_0_1548,0.0,0.36475182,frontal
Bonobo00442_0_1813,0.0,0.4195472,frontal
Bonobo00442_0_3397,0.0,0.41443998,frontal
Bonobo00442_0_771,0.0,0.29095605,frontal
Bonobo00479_0_2439,0.0,0.16125193,frontal
Bonobo00489_0_5355,0.0,0.35889062,frontal
Bonobo00499_0_188351,0.0,0.39675015,frontal
Bonobo00509_0_16385,0.0,0.33046076,frontal
Bonobo00799_1_116630,0.0,0.5408427,frontal
Bonobo00905_0_1943,0.0,0.123657905,frontal
Bonobo00941_0_583,0.0,0.59173787,frontal
Bonobo01014_0_4665,0.0,0.21148159,frontal
Bonobo01029_0_3165,0.0,0.46423236,frontal
Bonobo01058_0_51932,0.0,0.31117594,frontal
Bonobo01115_0_870,0.0,0.27451006,frontal
Bonobo01351_1_86984,0.0,0.42954937,frontal
Bonobo01510_0_193745,0.0,0.51543015,frontal
Bonobo01706_0_3336,0.0,0.22516131,frontal
Bonobo01715_0_142,0.0,0.1330657,frontal
