event_file,label,pred,SpikeLocation,ChannelLocation
BEA0003_48,0,0.004757751,,frontal
BEA0003_69,0,0.032126702,,frontal
COL0009_5,1,0.066920355,temporal,frontal
COL0009_2,0,0.11286458,,frontal
COL0009_0,1,0.17936578,temporal,frontal
COL0009_3,0,0.09403031,,frontal
COL0009_1,1,0.08810226,temporal,frontal
COL0009_4,0,0.4599754,,frontal
MAYO0009_3,1,0.23131567,,frontal
MAYO0009_1,0,0.4222449,,frontal
MAYO0009_2,0,0.056799684,,frontal
MAYO0009_0,1,0.71456826,temporal,frontal
MAYO0010_1,1,0.3989779,temporal,frontal
MAYO0010_3,0,0.6261222,,frontal
MAYO0010_6,0,0.52358943,,frontal
MAYO0010_0,1,0.066177845,temporal,frontal
MAYO0010_7,0,0.50822246,,frontal
MAYO0010_8,0,0.5877241,,frontal
MAYO0010_9,1,0.4362102,temporal,frontal
MAYO0010_4,0,0.4733642,,frontal
MAYO0010_2,1,0.42240295,temporal,frontal
MAYO0010_5,1,0.7159911,temporal,frontal
MAYO0018_4,0,0.024603782,,frontal
MAYO0018_57,0,0.06602815,,frontal
MAYO0018_44,1,0.8757311,,frontal
MAYO0018_128,1,0.883756,frontal,frontal
MAYO0018_146,1,0.83437896,frontal,frontal
MAYO0018_151,1,0.74574983,frontal,frontal
MAYO0018_144,1,0.77647907,frontal,frontal
MAYO0018_124,1,0.70713913,,frontal
MAYO0018_135,1,0.8272271,frontal,frontal
MAYO0018_147,1,0.3948511,frontal,frontal
MAYO0018_16,1,0.5308237,frontal,frontal
MAYO0018_156,1,0.87619954,frontal,frontal
MAYO0018_11,1,0.8908196,frontal,frontal
MAYO0018_49,1,0.8540411,frontal,frontal
MAYO0018_18,1,0.83628887,frontal,frontal
MAYO0018_126,1,0.83168393,frontal,frontal
MAYO0018_82,1,0.7468434,frontal,frontal
MAYO0018_133,0,0.012067307,,frontal
MAYO0018_157,0,0.031620752,,frontal
MAYO0018_121,0,0.23868226,,frontal
MAYO0018_13,0,0.16047135,,frontal
MAYO0018_77,0,0.242034,,frontal
MAYO0018_56,0,0.16772163,,frontal
MAYO0018_98,0,0.31460175,,frontal
MAYO0018_1,0,0.030062817,,frontal
MAYO0018_163,1,0.11956015,frontal,frontal
MAYO0018_155,0,0.1410312,,frontal
MAYO0018_43,0,0.08093668,,frontal
MAYO0018_75,0,0.05515042,,frontal
MAYO0018_125,0,0.152038,,frontal
MAYO0018_152,0,0.066776276,,frontal
MAYO0018_141,0,0.01807878,,frontal
MAYO0018_39,0,0.028882366,,frontal
MAYO0018_46,1,0.86813176,frontal,frontal
MAYO0018_153,1,0.8505354,frontal,frontal
MAYO0018_28,1,0.77000654,frontal,frontal
MAYO0018_36,1,0.83863956,frontal,frontal
MAYO0018_21,1,0.8744627,frontal,frontal
MAYO0018_91,1,0.8110601,frontal,frontal
MAYO0018_60,1,0.677282,frontal,frontal
MAYO0018_48,1,0.8592781,frontal,frontal
MAYO0018_38,1,0.8796903,frontal,frontal
MAYO0018_33,1,0.880353,frontal,frontal
MAYO0018_66,1,0.6874996,,frontal
MAYO0018_52,0,0.0457105,,frontal
MAYO0018_70,0,0.2500725,,frontal
MAYO0018_94,0,0.5012614,,frontal
MAYO0018_103,0,0.19540814,,frontal
MAYO0018_88,0,0.08257186,,frontal
MAYO0018_9,0,0.26114938,,frontal
MAYO0018_117,1,0.78463995,,frontal
MAYO0018_14,1,0.86810446,,frontal
MAYO0018_143,1,0.90014887,frontal,frontal
MAYO0018_55,1,0.93684775,frontal,frontal
MAYO0018_79,1,0.94645673,frontal,frontal
MAYO0018_130,1,0.8258804,frontal,frontal
MAYO0018_108,1,0.8902129,,frontal
MAYO0018_114,1,0.90264124,frontal,frontal
MAYO0018_0,1,0.92570764,frontal,frontal
MAYO0018_134,0,0.0099830385,,frontal
MAYO0018_68,0,0.19200365,,frontal
MAYO0018_76,0,0.23243636,,frontal
MAYO0018_45,1,0.21959311,frontal,frontal
MAYO0018_63,0,0.06001324,,frontal
MAYO0018_167,0,0.0073394626,,frontal
MAYO0018_84,0,0.0013653843,,frontal
MAYO0018_96,0,0.08180899,,frontal
MAYO0018_112,0,0.09616986,,frontal
MAYO0018_140,0,0.07065522,,frontal
MAYO0018_136,0,0.021120548,,frontal
MAYO0018_166,1,0.52173865,frontal,frontal
MAYO0018_129,1,0.8092079,,frontal
MAYO0018_5,1,0.9063349,,frontal
MAYO0018_41,1,0.8964047,frontal,frontal
MAYO0018_149,1,0.95747435,frontal,frontal
MAYO0018_148,1,0.95134044,frontal,frontal
MAYO0018_109,1,0.9560371,frontal,frontal
MAYO0018_34,1,0.90873647,frontal,frontal
MAYO0018_15,1,0.75412464,frontal,frontal
MAYO0018_19,0,0.12580302,,frontal
MAYO0018_47,0,0.060702972,,frontal
MAYO0018_101,0,0.28712022,,frontal
MAYO0018_115,0,0.3497024,,frontal
MAYO0018_138,0,0.090012774,,frontal
MAYO0018_150,0,0.37200788,,frontal
MAYO0018_102,1,0.60032547,frontal,frontal
MAYO0018_32,0,0.04362032,,frontal
MAYO0018_24,0,0.32149276,,frontal
MAYO0018_71,0,0.025312275,,frontal
MAYO0018_95,0,0.31804335,,frontal
MAYO0018_116,0,0.003907072,,frontal
MAYO0018_87,0,0.17585756,,frontal
MAYO0018_31,0,0.75443214,,frontal
MAYO0018_83,1,0.8437683,,frontal
MAYO0018_107,1,0.8024636,,frontal
MAYO0018_17,1,0.81719255,,frontal
MAYO0018_86,1,0.70760524,,frontal
MAYO0018_22,1,0.62375844,,frontal
MAYO0018_92,0,0.096039444,,frontal
MAYO0018_89,0,0.21208628,,frontal
MAYO0018_164,0,0.35914406,,frontal
MAYO0018_90,0,0.039116412,,frontal
MAYO0018_78,0,0.045899443,,frontal
MAYO0018_111,0,0.07891535,,frontal
MAYO0018_154,0,0.26546723,,frontal
MAYO0018_104,0,0.07785227,,frontal
MAYO0018_110,1,0.54448557,frontal,frontal
MAYO0018_127,1,0.6840771,frontal,frontal
MAYO0018_8,1,0.6570586,frontal,frontal
MAYO0018_59,1,0.83073455,frontal,frontal
MAYO0018_162,1,0.92202383,frontal,frontal
MAYO0018_73,1,0.9270522,frontal,frontal
MAYO0018_3,1,0.9072171,frontal,frontal
MAYO0018_7,1,0.9347159,frontal,frontal
MAYO0018_61,1,0.88892037,frontal,frontal
MAYO0018_145,0,0.083254725,,frontal
MAYO0018_97,0,0.3289354,,frontal
MAYO0018_74,0,0.27990216,,frontal
MAYO0018_58,0,0.26813048,,frontal
MAYO0018_123,0,0.033308454,,frontal
MAYO0018_165,0,0.40814415,,frontal
MAYO0018_42,0,0.20636998,,frontal
MAYO0018_120,0,0.10442817,,frontal
MAYO0018_81,0,0.274177,,frontal
MAYO0018_62,0,0.18834758,,frontal
MAYO0018_12,0,0.07411516,,frontal
MAYO0018_139,0,0.40427485,,frontal
MAYO0018_158,0,0.020383878,,frontal
MAYO0018_105,0,0.18462145,,frontal
MAYO0018_132,0,0.5614312,,frontal
MAYO0018_35,1,0.8507516,frontal,frontal
MAYO0018_10,1,0.85797334,frontal,frontal
MAYO0018_64,1,0.75171304,frontal,frontal
MAYO0018_65,1,0.8678822,frontal,frontal
MAYO0018_142,1,0.87109274,frontal,frontal
MAYO0018_20,1,0.8533147,frontal,frontal
MAYO0018_118,1,0.5836032,frontal,frontal
MAYO0018_80,0,0.005110111,,frontal
MAYO0018_161,0,0.017800296,,frontal
MAYO0018_93,0,0.11079206,,frontal
MAYO0018_100,0,0.06959628,,frontal
MAYO0018_85,0,0.14713478,,frontal
MAYO0018_122,1,0.7649858,frontal,frontal
MAYO0018_54,1,0.87195057,frontal,frontal
MAYO0018_30,1,0.8243648,frontal,frontal
MAYO0018_67,1,0.8561306,frontal,frontal
MAYO0018_40,1,0.8401634,frontal,frontal
MAYO0018_6,1,0.2939166,frontal,frontal
MAYO0018_160,0,0.122847684,,frontal
MAYO0018_99,0,0.58119863,,frontal
MAYO0018_2,1,0.2553111,,frontal
MAYO0018_50,1,0.8798591,frontal,frontal
MAYO0018_23,1,0.8411146,,frontal
MAYO0018_37,1,0.8273362,,frontal
MAYO0018_51,1,0.86624336,,frontal
MAYO0018_25,1,0.901438,,frontal
MAYO0018_113,1,0.88213056,,frontal
MAYO0018_29,1,0.7042873,,frontal
MAYO0018_137,0,0.46292314,,frontal
MAYO0018_69,0,0.14246279,,frontal
MAYO0018_131,0,0.4061538,,frontal
MAYO0018_72,1,0.22280475,,frontal
MAYO0018_26,1,0.4142503,frontal,frontal
MAYO0018_27,0,0.21700199,,frontal
MAYO0018_53,0,0.01068005,,frontal
MAYO0018_106,0,0.22871506,,frontal
MAYO0018_159,0,0.043842345,,frontal
MAYO0018_119,0,0.0637872,,frontal
MAYO0019_1,1,0.15024434,temporal,frontal
MAYO0019_4,1,0.30317736,temporal,frontal
MAYO0019_2,0,0.57981026,,frontal
MAYO0019_5,1,0.7936831,temporal,frontal
MAYO0019_3,0,0.5335294,,frontal
MAYO0019_0,0,0.37857458,,frontal
MEG0009_38,0,0.08276452,,frontal
MEG0009_67,0,0.16943695,,frontal
MEG0009_71,0,0.24846883,,frontal
MEG0009_49,0,0.21903378,,frontal
MEG0009_2,0,0.5063417,,frontal
MEG0009_52,0,0.20674971,,frontal
MEG0009_0,0,0.025212044,,frontal
MEG0009_53,0,0.17383151,,frontal
MEG0009_42,0,0.1753898,,frontal
MEG0009_37,0,0.1160887,,frontal
MEG0009_12,0,0.15365349,,frontal
MEG0009_93,0,0.057899177,,frontal
MEG0009_64,0,0.0548961,,frontal
MEG0009_36,0,0.044966184,,frontal
MEG0009_75,0,0.15837528,,frontal
MEG0009_14,1,0.6080813,frontal,frontal
MEG0009_82,1,0.7062164,frontal,frontal
MEG0009_54,1,0.1993813,central,frontal
MEG0009_39,0,0.050332844,,frontal
MEG0009_10,1,0.50466174,central,frontal
MEG0009_59,1,0.55043507,central,frontal
MEG0009_22,1,0.73863596,central,frontal
MEG0009_70,1,0.5500161,central,frontal
MEG0009_63,0,0.45814624,,frontal
MEG0009_43,1,0.57159376,central,frontal
MEG0009_55,1,0.6126113,central,frontal
MEG0009_66,1,0.7548313,,frontal
MEG0009_4,1,0.8163747,,frontal
MEG0009_56,1,0.80502844,,frontal
MEG0009_80,1,0.70230186,,frontal
MEG0009_62,1,0.63343817,,frontal
MEG0009_46,1,0.73000365,central,frontal
MEG0009_91,1,0.19036794,,frontal
MEG0009_32,0,0.085096985,,frontal
MEG0009_72,0,0.17877425,,frontal
MEG0009_69,0,0.53274375,,frontal
MEG0009_89,0,0.20191427,,frontal
MEG0009_34,1,0.28631008,central,frontal
MEG0009_74,0,0.19575265,,frontal
MEG0009_83,0,0.45949355,,frontal
MEG0009_85,0,0.0956591,,frontal
MEG0009_81,0,0.18867098,,frontal
MEG0009_90,1,0.307696,central,frontal
MEG0009_79,1,0.69093883,,frontal
MEG0009_65,0,0.642403,,frontal
MEG0009_68,0,0.2838892,,frontal
MEG0009_57,1,0.4664841,central,frontal
MEG0009_1,1,0.60189205,,frontal
MEG0009_5,1,0.33316,central,frontal
MEG0009_60,0,0.68651164,,frontal
MEG0009_17,1,0.6954061,central,frontal
MEG0009_26,1,0.6068287,central,frontal
MEG0009_76,1,0.24723138,central,frontal
MEG0009_88,0,0.22443572,,frontal
MEG0009_11,1,0.5434665,,frontal
MEG0009_45,1,0.61869097,central,frontal
MEG0009_97,0,0.081585616,,frontal
MEG0009_24,0,0.22058012,,frontal
MEG0009_25,0,0.5027106,,frontal
MEG0009_51,1,0.29369086,central,frontal
MEG0009_73,1,0.34546673,central,frontal
MEG0009_95,1,0.5267263,central,frontal
MEG0009_3,0,0.62551856,,frontal
MEG0009_86,1,0.21516065,central,frontal
MEG0009_6,0,0.7562127,,frontal
MEG0009_96,0,0.644486,,frontal
MEG0009_48,0,0.5631851,,frontal
MEG0009_7,1,0.08993455,central,frontal
MEG0009_16,1,0.7004684,central,frontal
MEG0009_23,1,0.62072736,central,frontal
MEG0009_28,1,0.6144954,central,frontal
MEG0009_61,1,0.7264848,,frontal
MEG0009_87,1,0.5897382,,frontal
MEG0009_9,1,0.4468001,frontal,frontal
MEG0009_21,0,0.5175004,,frontal
MEG0009_44,1,0.8354593,central,frontal
MEG0009_58,1,0.83809596,,frontal
MEG0009_77,1,0.84678423,,frontal
MEG0009_27,1,0.85345244,,frontal
MEG0009_8,1,0.8185479,,frontal
MEG0009_31,1,0.7612446,,frontal
MEG0009_50,1,0.71980613,,frontal
MEG0009_84,1,0.65494204,,frontal
MEG0009_41,0,0.008110757,,frontal
MEG0009_18,1,0.19149809,central,frontal
MEG0009_94,0,0.049215976,,frontal
MEG0009_40,0,0.0708809,,frontal
MEG0009_20,0,0.26086757,,frontal
MEG0009_78,0,0.6948282,,frontal
MEG0009_19,0,0.3993032,,frontal
MEG0009_47,0,0.23467395,,frontal
MEG0009_30,0,0.72143805,,frontal
MEG0009_35,0,0.052220073,,frontal
MEG0009_33,0,0.64370126,,frontal
MEG0009_13,0,0.3123769,,frontal
MEG0009_92,1,0.7358289,central,frontal
MEG0009_29,1,0.5145943,central,frontal
MEG0009_15,0,0.6963423,,frontal
MEG0010_14,1,0.6549025,temporal,frontal
MEG0010_27,1,0.48963472,,frontal
MEG0010_5,0,0.72125703,,frontal
MEG0010_3,0,0.48669946,,frontal
MEG0010_15,0,0.48421106,,frontal
MEG0010_4,1,0.1870222,frontal,frontal
MEG0010_8,0,0.5551117,,frontal
MEG0010_30,0,0.72165674,,frontal
MEG0010_0,1,0.4204459,,frontal
MEG0010_31,1,0.7234617,temporal,frontal
MEG0010_6,1,0.69172907,temporal,frontal
MEG0010_10,0,0.542585,,frontal
MEG0010_1,1,0.722963,frontal,frontal
MEG0010_9,0,0.1389226,,frontal
MEG0010_7,0,0.70244026,,frontal
MEG0010_18,0,0.671625,,frontal
MEG0010_12,1,0.38555428,temporal,frontal
MEG0010_24,0,0.4577839,,frontal
MEG0010_13,1,0.64330024,temporal,frontal
MEG0010_26,0,0.48301575,,frontal
MEG0010_19,1,0.7017632,temporal,frontal
MEG0010_20,1,0.4520102,temporal,frontal
MEG0010_25,0,0.73364073,,frontal
MEG0010_23,1,0.57932687,temporal,frontal
MEG0010_28,1,0.4916746,temporal,frontal
MEG0010_16,0,0.68782693,,frontal
MEG0010_21,1,0.56063926,temporal,frontal
MEG0010_2,1,0.70533854,,frontal
MEG0010_17,0,0.49677628,,frontal
MEG0010_11,1,0.60510045,temporal,frontal
MEG0010_22,0,0.65221125,,frontal
MEG0010_29,0,0.006696929,,frontal
MEG0021_3,1,0.62462413,temporal,frontal
MEG0021_5,0,0.055103797,,frontal
MEG0021_7,1,0.7253576,,frontal
MEG0021_9,1,0.78121233,temporal,frontal
MEG0021_11,0,0.45493093,,frontal
MEG0021_1,1,0.78836465,,frontal
MEG0021_14,0,0.37387374,,frontal
MEG0021_15,0,0.6579962,,frontal
MEG0021_8,1,0.7619486,temporal,frontal
MEG0021_12,1,0.6658857,frontal,frontal
MEG0021_13,0,0.4752284,,frontal
MEG0021_6,0,0.57480067,,frontal
MEG0021_2,1,0.64524657,,frontal
MEG0021_4,0,0.709289,,frontal
MEG0021_0,0,0.74039125,,frontal
MEG0021_10,1,0.61646503,temporal,frontal
MEG0024_142,0,0.051002823,,frontal
MEG0024_15,0,0.04359861,,frontal
MEG0024_86,0,0.113371626,,frontal
MEG0024_79,1,0.2511437,temporal,frontal
MEG0024_165,1,0.27003297,temporal,frontal
MEG0024_146,1,0.35248598,temporal,frontal
MEG0024_62,1,0.23345496,temporal,frontal
MEG0024_40,1,0.41309693,temporal,frontal
MEG0024_90,1,0.38688993,temporal,frontal
MEG0024_154,1,0.2655821,temporal,frontal
MEG0024_26,0,0.04899597,,frontal
MEG0024_16,0,0.2042288,,frontal
MEG0024_39,0,0.28668216,,frontal
MEG0024_67,0,0.59299064,,frontal
MEG0024_10,0,0.23243183,,frontal
MEG0024_172,0,0.11396745,,frontal
MEG0024_37,0,0.19284624,,frontal
MEG0024_170,0,0.12794662,,frontal
MEG0024_226,0,0.47331506,,frontal
MEG0024_105,0,0.49975264,,frontal
MEG0024_97,0,0.047536764,,frontal
MEG0024_1,0,0.62612474,,frontal
MEG0024_159,0,0.043078277,,frontal
MEG0024_65,0,0.31725708,,frontal
MEG0024_83,0,0.43113405,,frontal
MEG0024_121,1,0.706153,temporal,frontal
MEG0024_207,0,0.63177574,,frontal
MEG0024_199,1,0.4751864,temporal,frontal
MEG0024_209,0,0.50940573,,frontal
MEG0024_156,0,0.0871873,,frontal
MEG0024_0,0,0.6271069,,frontal
MEG0024_42,0,0.6496461,,frontal
MEG0024_8,1,0.60484236,temporal,frontal
MEG0024_140,0,0.31050944,,frontal
MEG0024_35,0,0.32439977,,frontal
MEG0024_188,1,0.64878386,temporal,frontal
MEG0024_24,0,0.3529582,,frontal
MEG0024_134,0,0.041551538,,frontal
MEG0024_81,1,0.5510093,temporal,frontal
MEG0024_150,0,0.21336529,,frontal
MEG0024_184,0,0.76625115,,frontal
MEG0024_108,0,0.28501156,,frontal
MEG0024_185,1,0.63925105,temporal,frontal
MEG0024_58,1,0.70570445,temporal,frontal
MEG0024_25,1,0.54863906,temporal,frontal
MEG0024_227,1,0.5548149,temporal,frontal
MEG0024_22,0,0.45753792,,frontal
MEG0024_7,1,0.57289374,temporal,frontal
MEG0024_18,1,0.6811798,temporal,frontal
MEG0024_141,1,0.6614253,temporal,frontal
MEG0024_167,1,0.62340003,temporal,frontal
MEG0024_123,0,0.57779074,,frontal
MEG0024_217,0,0.22326371,,frontal
MEG0024_153,1,0.63291484,temporal,frontal
MEG0024_82,0,0.06062916,,frontal
MEG0024_228,1,0.6361047,temporal,frontal
MEG0024_178,0,0.53505266,,frontal
MEG0024_192,0,0.5517621,,frontal
MEG0024_231,0,0.4161725,,frontal
MEG0024_112,0,0.7416023,,frontal
MEG0024_69,0,0.48265174,,frontal
MEG0024_12,1,0.56857985,temporal,frontal
MEG0024_206,1,0.639807,temporal,frontal
MEG0024_92,1,0.67436814,temporal,frontal
MEG0024_131,0,0.7011921,,frontal
MEG0024_100,0,0.5229007,,frontal
MEG0024_43,0,0.3173892,,frontal
MEG0024_19,0,0.6833137,,frontal
MEG0024_196,1,0.6484167,temporal,frontal
MEG0024_129,1,0.6392988,temporal,frontal
MEG0024_213,1,0.60409075,temporal,frontal
MEG0024_157,1,0.8119167,frontal,frontal
MEG0024_124,1,0.56298333,temporal,frontal
MEG0024_73,1,0.5031753,temporal,frontal
MEG0024_109,0,0.73425806,,frontal
MEG0024_87,1,0.5753664,,frontal
MEG0024_176,0,0.15864964,,frontal
MEG0024_182,1,0.5946893,temporal,frontal
MEG0024_21,1,0.6427095,temporal,frontal
MEG0024_45,0,0.24798581,,frontal
MEG0024_203,0,0.6637872,,frontal
MEG0024_197,0,0.1673667,,frontal
MEG0024_201,1,0.5756424,temporal,frontal
MEG0024_4,1,0.64763075,temporal,frontal
MEG0024_137,1,0.72630596,temporal,frontal
MEG0024_119,1,0.71376634,temporal,frontal
MEG0024_114,1,0.5008162,frontal,frontal
MEG0024_64,0,0.48916298,,frontal
MEG0024_139,0,0.728088,,frontal
MEG0024_151,1,0.32955867,temporal,frontal
MEG0024_202,0,0.57383424,,frontal
MEG0024_31,1,0.47843656,frontal,frontal
MEG0024_130,1,0.63877803,frontal,frontal
MEG0024_230,0,0.38791746,,frontal
MEG0024_76,1,0.18663542,temporal,frontal
MEG0024_173,1,0.5695381,frontal,frontal
MEG0024_84,1,0.62904394,frontal,frontal
MEG0024_14,0,0.50247097,,frontal
MEG0024_214,0,0.5309987,,frontal
MEG0024_9,0,0.17855708,,frontal
MEG0024_20,1,0.46646968,frontal,frontal
MEG0024_104,1,0.34981433,frontal,frontal
MEG0024_216,0,0.4430575,,frontal
MEG0024_224,0,0.5201822,,frontal
MEG0024_60,1,0.39330068,temporal,frontal
MEG0024_96,1,0.17962018,temporal,frontal
MEG0024_198,1,0.6306658,temporal,frontal
MEG0024_194,1,0.3074683,temporal,frontal
MEG0024_5,0,0.49945194,,frontal
MEG0024_56,0,0.64811677,,frontal
MEG0024_183,1,0.1784552,frontal,frontal
MEG0024_117,1,0.5946864,frontal,frontal
MEG0024_120,0,0.14931004,,frontal
MEG0024_135,0,0.1798361,,frontal
MEG0024_85,1,0.19291522,frontal,frontal
MEG0024_175,1,0.46883076,frontal,frontal
MEG0024_155,0,0.037178587,,frontal
MEG0024_91,1,0.42825043,central,frontal
MEG0024_101,1,0.63678074,temporal,frontal
MEG0024_222,1,0.4512689,temporal,frontal
MEG0024_144,1,0.70529664,frontal,frontal
MEG0024_51,1,0.16157165,frontal,frontal
MEG0024_102,1,0.72242385,frontal,frontal
MEG0024_99,1,0.6340644,frontal,frontal
MEG0024_47,1,0.20662263,,frontal
MEG0024_34,0,0.3922246,,frontal
MEG0024_36,0,0.17937864,,frontal
MEG0024_149,0,0.3108229,,frontal
MEG0024_61,1,0.5992501,temporal,frontal
MEG0024_38,1,0.45289534,frontal,frontal
MEG0024_57,1,0.3956049,frontal,frontal
MEG0024_136,1,0.21739087,,frontal
MEG0024_50,1,0.7233439,frontal,frontal
MEG0024_17,0,0.5379218,,frontal
MEG0024_74,1,0.6968086,temporal,frontal
MEG0024_63,1,0.2707304,temporal,frontal
MEG0024_29,0,0.147415,,frontal
MEG0024_208,0,0.026346391,,frontal
MEG0024_145,0,0.23654056,,frontal
MEG0024_163,0,0.36165506,,frontal
MEG0024_189,0,0.43307373,,frontal
MEG0024_2,0,0.011631809,,frontal
MEG0024_33,1,0.7142908,temporal,frontal
MEG0024_212,1,0.37313494,temporal,frontal
MEG0024_180,1,0.61724675,temporal,frontal
MEG0024_125,1,0.2650739,temporal,frontal
MEG0024_110,1,0.40238875,temporal,frontal
MEG0024_75,1,0.34228596,temporal,frontal
MEG0024_190,1,0.03427815,temporal,frontal
MEG0024_118,1,0.65021086,temporal,frontal
MEG0024_219,0,0.7313031,,frontal
MEG0024_72,0,0.686404,,frontal
MEG0024_181,0,0.68309414,,frontal
MEG0024_162,1,0.41908416,frontal,frontal
MEG0024_152,0,0.5955146,,frontal
MEG0024_171,0,0.12227436,,frontal
MEG0024_11,0,0.49487546,,frontal
MEG0024_59,0,0.67914516,,frontal
MEG0024_28,0,0.6494158,,frontal
MEG0024_191,0,0.49312416,,frontal
MEG0024_128,0,0.6452451,,frontal
MEG0024_13,1,0.63248354,frontal,frontal
MEG0024_133,1,0.69380283,temporal,frontal
MEG0024_54,1,0.67841303,frontal,frontal
MEG0024_138,1,0.6443918,frontal,frontal
MEG0024_41,1,0.4766547,frontal,frontal
MEG0024_103,0,0.41409233,,frontal
MEG0024_52,0,0.637562,,frontal
MEG0024_220,0,0.73289907,,frontal
MEG0024_32,1,0.48030508,temporal,frontal
MEG0024_71,1,0.57865906,temporal,frontal
MEG0024_77,1,0.38710657,temporal,frontal
MEG0024_126,1,0.67444086,temporal,frontal
MEG0024_89,1,0.3415334,temporal,frontal
MEG0024_186,1,0.71297234,temporal,frontal
MEG0024_80,0,0.6985437,,frontal
MEG0024_225,0,0.6682527,,frontal
MEG0024_115,0,0.5394679,,frontal
MEG0024_88,0,0.66641146,,frontal
MEG0024_127,0,0.19606607,,frontal
MEG0024_195,0,0.6559283,,frontal
MEG0024_55,0,0.76441056,,frontal
MEG0024_122,1,0.58723855,temporal,frontal
MEG0024_158,0,0.16269904,,frontal
MEG0024_98,1,0.6695519,frontal,frontal
MEG0024_113,0,0.34263012,,frontal
MEG0024_95,0,0.46097538,,frontal
MEG0024_148,0,0.037270494,,frontal
MEG0024_116,0,0.46208438,,frontal
MEG0024_27,0,0.07950729,,frontal
MEG0024_53,0,0.13231927,,frontal
MEG0024_161,0,0.49704444,,frontal
MEG0024_210,0,0.50637704,,frontal
MEG0024_3,0,0.007521006,,frontal
MEG0024_169,1,0.6282489,frontal,frontal
MEG0024_168,0,0.24477644,,frontal
MEG0024_6,1,0.5521821,temporal,frontal
MEG0024_106,0,0.45854592,,frontal
MEG0024_147,1,0.582353,frontal,frontal
MEG0024_46,1,0.43776077,temporal,frontal
MEG0024_205,1,0.59601426,frontal,frontal
MEG0024_48,1,0.6541024,frontal,frontal
MEG0024_68,0,0.47061026,,frontal
