event_file,fraction_of_yes,pred,ChannelLocation
Bonobo01529_2_116539,1.0,0.7609098,frontal
Bonobo01529_2_138734,1.0,0.7972892,frontal
Bonobo01529_2_169172,1.0,0.5548212,frontal
Bonobo01529_2_189055,1.0,0.7957738,frontal
Bonobo01529_2_212003,0.875,0.6151656,frontal
Bonobo01529_2_21234,1.0,0.7544568,frontal
Bonobo01529_2_2412,1.0,0.80391896,frontal
Bonobo01529_2_79500,1.0,0.6556829,frontal
Bonobo01632_0_1112,1.0,0.71085906,frontal
Bonobo01632_0_119859,1.0,0.65685683,frontal
Bonobo01632_0_2320,1.0,0.72479695,frontal
Bonobo01632_0_27951,1.0,0.5731967,frontal
Bonobo01632_0_33588,1.0,0.70537084,frontal
Bonobo01632_0_347341,1.0,0.6251838,frontal
Bonobo01632_0_347578,1.0,0.7089379,frontal
Bonobo01632_0_349020,1.0,0.62367463,frontal
Bonobo01632_0_357293,1.0,0.7239217,frontal
Bonobo01632_0_438598,1.0,0.74747616,frontal
Bonobo01632_0_54644,1.0,0.7283677,frontal
Bonobo01632_0_55439,1.0,0.7580179,frontal
Bonobo01632_0_67697,1.0,0.6814681,frontal
Bonobo01632_0_68388,1.0,0.76911473,frontal
Bonobo01632_0_89819,1.0,0.6734911,frontal
Bonobo01632_0_90752,1.0,0.56273127,frontal
Bonobo01632_1_134202,1.0,0.014921924,frontal
Bonobo01715_0_1733,0.9166666666666666,0.38381442,frontal
Bonobo01725_0_102,0.9166666666666666,0.42655116,frontal
Bonobo01725_0_2983,0.9333333333333332,0.1461864,frontal
Bonobo01886_0_1706,0.8888888888888888,0.6231009,frontal
Bonobo01886_0_2484,1.0,0.5163394,frontal
Bonobo01886_0_841,0.9444444444444444,0.35275713,frontal
Bonobo02129_0_895,0.9166666666666666,0.79248893,frontal
Bonobo02140_0_1925,0.9166666666666666,0.24227162,frontal
Bonobo02140_0_2769,0.8888888888888888,0.6468376,frontal
Bonobo02233_0_100248,1.0,0.8587143,frontal
Bonobo02233_0_100702,1.0,0.78042567,frontal
Bonobo02233_0_124269,1.0,0.79679203,frontal
Bonobo02233_0_124399,1.0,0.84464246,frontal
Bonobo02233_0_143655,1.0,0.91395897,frontal
Bonobo02233_0_152514,1.0,0.86438894,frontal
Bonobo02233_0_152579,1.0,0.76177263,frontal
Bonobo02233_0_161177,1.0,0.8537068,frontal
Bonobo02233_0_161259,1.0,0.8841535,frontal
Bonobo02233_0_161886,1.0,0.85134804,frontal
Bonobo02233_0_75379,1.0,0.58014333,frontal
Bonobo02233_0_87628,1.0,0.7244923,frontal
Bonobo02233_1_3240,1.0,0.946227,frontal
Bonobo02345_0_104048,0.875,0.8420774,frontal
Bonobo02345_0_110566,0.875,0.8460079,frontal
Bonobo02345_0_116559,0.875,0.76664424,frontal
Bonobo02345_0_145915,0.875,0.5302872,frontal
Bonobo02345_0_153757,0.875,0.8244329,frontal
Bonobo02345_0_163154,0.875,0.75898755,frontal
Bonobo02345_0_168587,0.875,0.59605235,frontal
Bonobo02345_0_169260,0.875,0.724743,frontal
Bonobo02345_0_177080,0.875,0.83285856,frontal
Bonobo02345_0_188921,0.875,0.7236406,frontal
Bonobo02345_0_200098,0.875,0.8082431,frontal
Bonobo02345_0_203924,0.875,0.6866014,frontal
Bonobo02345_0_208256,0.875,0.60133487,frontal
Bonobo02345_0_227494,0.875,0.56654257,frontal
Bonobo02345_0_72262,0.875,0.80335706,frontal
Bonobo02439_1_4391,0.875,0.70210916,frontal
Bonobo02455_1_120345,1.0,0.8143318,frontal
Bonobo02455_1_151139,1.0,0.893482,frontal
Bonobo02455_1_176309,1.0,0.88114834,frontal
Bonobo02455_1_182660,1.0,0.86633605,frontal
Bonobo02455_1_83719,0.875,0.78941506,frontal
Bonobo02455_1_86195,0.875,0.67754734,frontal
Bonobo02455_1_87064,1.0,0.8901416,frontal
Bonobo02455_1_90313,0.875,0.8354063,frontal
Bonobo02479_0_2478,0.9166666666666666,0.5917451,frontal
Bonobo02526_1_103011,0.875,0.49085143,frontal
Bonobo02526_1_113383,0.875,0.69951767,frontal
Bonobo02526_1_123275,0.875,0.8343411,frontal
Bonobo02526_1_20299,0.875,0.77093285,frontal
Bonobo02526_1_24045,0.875,0.6761745,frontal
Bonobo02526_1_28098,0.875,0.6271533,frontal
Bonobo02526_1_28664,0.875,0.54446083,frontal
Bonobo02526_1_29032,0.875,0.7178077,frontal
Bonobo02526_1_37160,0.875,0.6974214,frontal
Bonobo02526_1_48335,0.875,0.78039706,frontal
Bonobo02526_1_61004,0.875,0.63611573,frontal
Bonobo02526_1_61840,0.875,0.7668625,frontal
Bonobo02526_1_62803,0.875,0.7155292,frontal
Bonobo02526_1_63286,0.875,0.85032827,frontal
Bonobo02526_1_77641,0.875,0.72688967,frontal
Bonobo02526_1_78910,0.875,0.7575771,frontal
Bonobo02526_1_88526,0.875,0.7407615,frontal
Bonobo02526_1_97816,0.875,0.7005281,frontal
Bonobo02775_0_122446,1.0,0.8272545,frontal
Bonobo02775_0_169905,0.875,0.83217776,frontal
Bonobo02775_0_19568,0.875,0.87065655,frontal
Bonobo02775_0_207069,1.0,0.8958882,frontal
Bonobo02775_0_230712,0.875,0.87766355,frontal
Bonobo02775_0_247162,0.875,0.8798002,frontal
Bonobo02775_0_258802,0.875,0.89401186,frontal
Bonobo02775_0_274913,1.0,0.8497218,frontal
Bonobo02775_0_284204,0.875,0.8783995,frontal
Bonobo02775_0_29266,0.875,0.73493636,frontal
Bonobo02775_0_292928,1.0,0.91793907,frontal
Bonobo02775_0_295283,0.875,0.89746267,frontal
Bonobo02775_0_46048,1.0,0.8805183,frontal
Bonobo02775_0_47330,0.875,0.8498747,frontal
Bonobo02775_0_52664,0.875,0.87827957,frontal
Bonobo02775_0_6237,0.875,0.7825102,frontal
Bonobo02775_0_6499,0.875,0.87568015,frontal
Bonobo02775_0_68890,1.0,0.83663034,frontal
Bonobo02775_0_92769,0.875,0.8808703,frontal
Bonobo02966_1_101361,1.0,0.7947103,frontal
Bonobo02966_1_102082,1.0,0.42386025,frontal
Bonobo02966_1_107505,1.0,0.6548804,frontal
Bonobo02966_1_107660,1.0,0.68462837,frontal
Bonobo02966_1_110011,0.875,0.50623804,frontal
Bonobo02966_1_11332,1.0,0.77192724,frontal
Bonobo02966_1_114029,1.0,0.3210863,frontal
Bonobo02966_1_121258,1.0,0.88672245,frontal
Bonobo02966_1_122715,1.0,0.14334522,frontal
Bonobo02966_1_127894,0.875,0.63992256,frontal
Bonobo02966_1_129650,1.0,0.5952711,frontal
Bonobo02966_1_131450,0.875,0.3364122,frontal
Bonobo02966_1_132255,1.0,0.6133085,frontal
Bonobo02966_1_13411,1.0,0.82086873,frontal
Bonobo02966_1_138318,1.0,0.6353736,frontal
Bonobo02966_1_139610,1.0,0.517816,frontal
Bonobo02966_1_140525,1.0,0.5058422,frontal
Bonobo02966_1_14410,1.0,0.83009607,frontal
Bonobo02966_1_147377,1.0,0.8777451,frontal
Bonobo02966_1_152596,0.875,0.8143147,frontal
Bonobo02966_1_158891,0.875,0.66638947,frontal
Bonobo02966_1_159778,1.0,0.6537142,frontal
Bonobo02966_1_162079,0.875,0.79969674,frontal
Bonobo02966_1_164567,0.875,0.26555237,frontal
Bonobo02966_1_166158,1.0,0.49814272,frontal
Bonobo02966_1_16916,1.0,0.020598952,frontal
Bonobo02966_1_172264,1.0,0.28527942,frontal
Bonobo02966_1_174319,1.0,0.4714536,frontal
Bonobo02966_1_17588,1.0,0.16711913,frontal
Bonobo02966_1_178153,0.875,0.3857608,frontal
Bonobo02966_1_182561,0.875,0.38797036,frontal
Bonobo02966_1_183722,1.0,0.6773951,frontal
Bonobo02966_1_184057,0.875,0.7971811,frontal
Bonobo02966_1_193402,0.875,0.60842776,frontal
Bonobo02966_1_194022,0.875,0.70887953,frontal
Bonobo02966_1_195216,1.0,0.42859548,frontal
Bonobo02966_1_196510,1.0,0.68811864,frontal
Bonobo02966_1_196679,1.0,0.73047346,frontal
Bonobo02966_1_19728,1.0,0.38193557,frontal
Bonobo02966_1_200684,0.875,0.7084074,frontal
Bonobo02966_1_210467,1.0,0.929903,frontal
Bonobo02966_1_211046,0.875,0.77236646,frontal
Bonobo02966_1_212787,0.875,0.71279585,frontal
Bonobo02966_1_214274,0.875,0.7388506,frontal
Bonobo02966_1_215278,0.875,0.3158772,frontal
Bonobo02966_1_219982,0.875,0.3099525,frontal
Bonobo02966_1_222999,0.875,0.3340018,frontal
Bonobo02966_1_227363,0.875,0.52475834,frontal
Bonobo02966_1_231638,1.0,0.8217079,frontal
Bonobo02966_1_27648,0.8947368421052632,0.7045642,frontal
Bonobo02966_1_4379,1.0,0.9209386,frontal
Bonobo02966_1_45921,1.0,0.38785458,frontal
Bonobo02966_1_49815,0.875,0.7757381,frontal
Bonobo02966_1_50210,1.0,0.79640704,frontal
Bonobo02966_1_5159,0.875,0.6535197,frontal
Bonobo02966_1_5306,0.875,0.098284684,frontal
Bonobo02966_1_6528,1.0,0.5701637,frontal
Bonobo02966_1_71532,0.875,0.69816643,frontal
Bonobo02966_1_7342,1.0,0.65851873,frontal
Bonobo02966_1_80666,0.875,0.536582,frontal
Bonobo02966_1_8232,0.875,0.4916662,frontal
Bonobo02966_1_82891,0.875,0.13407716,frontal
Bonobo02966_1_92221,1.0,0.83752275,frontal
Bonobo02966_1_92309,0.875,0.31768215,frontal
Bonobo02966_1_94400,0.875,0.63338536,frontal
Bonobo02966_1_98459,1.0,0.50905335,frontal
Bonobo02966_1_99425,0.875,0.6947806,frontal
Bonobo02966_2_15895,0.875,0.49171796,frontal
Bonobo02966_2_21179,1.0,0.31182456,frontal
Bonobo02966_2_23234,0.875,0.6912021,frontal
Bonobo02966_2_25331,1.0,0.65794915,frontal
Bonobo02966_2_26657,1.0,0.2785534,frontal
Bonobo02966_2_28509,1.0,0.6696771,frontal
Bonobo02966_2_33111,0.875,0.23910923,frontal
Bonobo02966_2_33803,0.875,0.5567696,frontal
Bonobo02966_2_36142,1.0,0.16180155,frontal
Bonobo02966_2_36225,0.875,0.3291259,frontal
Bonobo02966_2_38234,1.0,0.34693494,frontal
Bonobo02966_2_38879,1.0,0.71897036,frontal
Bonobo02966_2_41127,0.875,0.6166023,frontal
Bonobo02966_2_45751,1.0,0.39896384,frontal
Bonobo02966_2_7413,0.875,0.1534421,frontal
Bonobo02966_2_8557,1.0,0.33786967,frontal
Bonobo02966_2_9247,1.0,0.4286696,frontal
Bonobo03049_1_5076,1.0,0.4954986,frontal
Bonobo03049_1_56819,0.875,0.21805365,frontal
Bonobo03049_1_6453,1.0,0.6322955,frontal
Bonobo03049_1_86578,1.0,0.39588684,frontal
Bonobo03049_1_90655,1.0,0.5095858,frontal
Bonobo03049_1_92668,0.875,0.30667242,frontal
Bonobo03049_1_95056,0.875,0.44070667,frontal
Bonobo03049_1_97796,1.0,0.097083,frontal
Bonobo03049_1_98911,1.0,0.035442,frontal
Bonobo03049_1_98984,1.0,0.17182188,frontal
Bonobo03231_1_59430,0.875,0.7166542,frontal
Bonobo03231_1_59570,1.0,0.7535764,frontal
Bonobo03231_1_62354,0.875,0.8346194,frontal
Bonobo03231_1_67547,1.0,0.65048087,frontal
Bonobo03231_2_218594,0.875,0.70719403,frontal
Bonobo03231_2_219039,0.875,0.5410583,frontal
Bonobo03231_2_227911,1.0,0.703905,frontal
Bonobo03231_2_245489,0.875,0.79697186,frontal
Bonobo03231_4_296434,0.875,0.40192574,frontal
Bonobo03231_4_303300,1.0,0.66834307,frontal
Bonobo03231_4_303707,0.875,0.68116814,frontal
Bonobo03231_4_306410,1.0,0.4700254,frontal
Bonobo03231_4_307075,0.875,0.3251985,frontal
Bonobo03231_4_312402,1.0,0.16808294,frontal
Bonobo03231_4_315529,0.875,0.68468606,frontal
Bonobo03231_4_315592,1.0,0.6289146,frontal
Bonobo03231_4_324800,1.0,0.7574293,frontal
Bonobo03231_4_325267,0.875,0.22239657,frontal
Bonobo03285_0_181323,0.875,0.89395505,frontal
Bonobo03285_0_198518,0.875,0.83880293,frontal
Bonobo03285_0_236155,0.875,0.8314926,frontal
Bonobo03285_0_254295,0.875,0.8376598,frontal
Bonobo03389_1_115714,1.0,0.75039214,frontal
Bonobo03389_1_4909,0.875,0.7841522,frontal
Bonobo03389_1_50478,0.875,0.68297803,frontal
Bonobo03389_1_70908,1.0,0.7730634,frontal
Bonobo03389_1_7117,0.875,0.8931957,frontal
Bonobo03389_1_85586,0.875,0.85081416,frontal
Bonobo03389_1_94892,0.875,0.53787583,frontal
Bonobo03628_0_27,1.0,0.6999285,frontal
Bonobo03666_0_20488,1.0,0.93284565,frontal
Bonobo03666_0_23870,1.0,0.91553813,frontal
Bonobo03666_0_6292,0.875,0.8996189,frontal
Bonobo03666_0_6293,0.875,0.88239014,frontal
Bonobo03675_0_136009,1.0,0.7173849,frontal
Bonobo03675_0_143762,0.875,0.7061748,frontal
Bonobo03675_0_145003,1.0,0.6593724,frontal
Bonobo03675_0_150554,0.875,0.68831503,frontal
Bonobo03675_0_151937,1.0,0.887404,frontal
Bonobo03675_0_157284,0.875,0.83182454,frontal
Bonobo03675_0_158971,0.875,0.8985257,frontal
Bonobo03675_0_161140,0.875,0.80028135,frontal
Bonobo03675_0_170250,0.875,0.82659364,frontal
Bonobo03675_0_172264,0.875,0.9105107,frontal
Bonobo03675_0_177460,0.875,0.65867305,frontal
Bonobo03675_0_180412,0.875,0.7299421,frontal
Bonobo03675_0_186226,1.0,0.4925302,frontal
Bonobo03675_0_194500,0.875,0.9370376,frontal
Bonobo03675_0_195131,1.0,0.86727715,frontal
Bonobo03675_0_204593,1.0,0.84301245,frontal
Bonobo03758_0_275676,1.0,0.9390328,frontal
Bonobo03758_0_289810,0.875,0.8886239,frontal
Bonobo03758_0_298201,1.0,0.8802579,frontal
Bonobo03809_0_3103,1.0,0.12403614,frontal
Bonobo03809_0_3176,0.9166666666666666,0.3257177,frontal
Bonobo03809_1_100904,1.0,0.7861833,frontal
Bonobo03809_1_112480,0.875,0.48761043,frontal
Bonobo03809_1_116116,1.0,0.41320032,frontal
Bonobo03809_1_12631,1.0,0.7240687,frontal
Bonobo03809_1_127176,1.0,0.59643805,frontal
Bonobo03809_1_139730,0.875,0.23656175,frontal
Bonobo03809_1_148538,1.0,0.6779519,frontal
Bonobo03809_1_156104,1.0,0.46867514,frontal
Bonobo03809_1_156594,1.0,0.7166448,frontal
Bonobo03809_1_158083,1.0,0.8193448,frontal
Bonobo03809_1_185724,1.0,0.32855552,frontal
Bonobo03809_1_203889,0.875,0.6416347,frontal
Bonobo03809_1_210270,1.0,0.48366955,frontal
Bonobo03809_1_211428,1.0,0.6138606,frontal
Bonobo03809_1_249820,1.0,0.6895104,frontal
Bonobo03809_1_25571,1.0,0.48894012,frontal
Bonobo03809_1_258113,1.0,0.3959915,frontal
Bonobo03809_1_259324,0.875,0.2739034,frontal
Bonobo03809_1_259926,1.0,0.45631766,frontal
Bonobo03809_1_37726,1.0,0.87876785,frontal
Bonobo03809_1_4891,1.0,0.73268265,frontal
Bonobo03809_1_4899,1.0,0.7631773,frontal
Bonobo03809_1_50223,1.0,0.7160212,frontal
Bonobo03809_1_66582,1.0,0.7192905,frontal
Bonobo03809_1_74626,1.0,0.6789975,frontal
Bonobo03809_1_94358,1.0,0.64366055,frontal
Bonobo03809_2_142540,1.0,0.6942064,frontal
Bonobo03809_2_158141,0.875,0.5303171,frontal
Bonobo03809_2_192695,0.875,0.8057912,frontal
Bonobo03809_2_209893,1.0,0.6918468,frontal
Bonobo03809_2_230354,1.0,0.5679024,frontal
Bonobo03809_2_84836,0.875,0.5775964,frontal
Bonobo04017_0_3002,0.9444444444444444,0.39884675,frontal
Bonobo04017_0_3043,0.9333333333333332,0.5740467,frontal
Bonobo04017_0_3338,1.0,0.8363572,frontal
Bonobo04017_0_3512,1.0,0.24807751,frontal
Bonobo04091_0_3165,0.9444444444444444,0.84273493,frontal
Bonobo04272_0_204716,1.0,0.92184216,frontal
Bonobo04272_0_211618,0.875,0.87210417,frontal
Bonobo04272_0_259734,1.0,0.9684172,frontal
Bonobo04272_0_259867,1.0,0.9798023,frontal
Bonobo04272_0_259951,1.0,0.96315753,frontal
Bonobo04272_0_260225,1.0,0.9268955,frontal
Bonobo04272_0_260679,1.0,0.7380138,frontal
Bonobo04272_0_260731,1.0,0.6741038,frontal
Bonobo04467_1_103250,1.0,0.7493329,frontal
Bonobo04467_1_110497,0.875,0.6932737,frontal
Bonobo04467_1_115424,1.0,0.718045,frontal
Bonobo04467_1_124635,1.0,0.7410134,frontal
Bonobo04467_1_148362,1.0,0.68333876,frontal
Bonobo04467_1_62214,0.875,0.43891442,frontal
Bonobo04467_1_67865,1.0,0.48440757,frontal
Bonobo04467_1_81442,1.0,0.54315543,frontal
Bonobo04467_1_9248,1.0,0.6810176,frontal
Bonobo04529_0_125274,0.875,0.5801861,frontal
Bonobo04529_0_206717,0.875,0.5937587,frontal
Bonobo04529_0_282553,0.875,0.3251942,frontal
Bonobo04529_0_72810,0.875,0.6128586,frontal
Bonobo04568_0_154264,1.0,0.76995635,frontal
Bonobo04568_0_345822,0.875,0.8712568,frontal
Bonobo04711_0_251950,0.875,0.7398909,frontal
Bonobo04711_0_276652,1.0,0.5330871,frontal
Bonobo04711_0_283478,1.0,0.79714996,frontal
Bonobo04711_0_285552,0.875,0.77942294,frontal
Bonobo04711_0_331955,1.0,0.8443685,frontal
Bonobo04792_0_124843,0.875,0.76201046,frontal
Bonobo04792_0_152704,0.875,0.62061214,frontal
Bonobo04792_0_183048,0.875,0.7084409,frontal
Bonobo04792_0_185297,1.0,0.7358396,frontal
Bonobo04792_0_72543,0.875,0.6044648,frontal
Bonobo04792_0_8953,1.0,0.48219624,frontal
Bonobo04818_0_12251,0.875,0.47454566,frontal
Bonobo04818_0_42586,0.875,0.5042529,frontal
Bonobo04818_0_4974,0.875,0.50798625,frontal
Bonobo04818_0_95924,0.875,0.657548,frontal
Bonobo04857_4_254740,0.875,0.71947753,frontal
Bonobo04857_4_298707,0.875,0.77973014,frontal
Bonobo04857_4_300860,0.875,0.87800854,frontal
Bonobo04857_4_316738,1.0,0.8079691,frontal
Bonobo04857_4_332182,1.0,0.86639124,frontal
Bonobo04857_4_332615,1.0,0.8509086,frontal
Bonobo04857_5_100036,1.0,0.8154705,frontal
Bonobo04857_5_125122,1.0,0.86546665,frontal
Bonobo04857_5_131989,1.0,0.89695257,frontal
Bonobo04878_0_113046,1.0,0.72766465,frontal
Bonobo04878_0_131912,1.0,0.7360457,frontal
Bonobo04878_0_149377,1.0,0.6107124,frontal
Bonobo04878_0_159683,1.0,0.4631394,frontal
Bonobo04878_0_162141,1.0,0.6878857,frontal
Bonobo04878_0_206720,0.875,0.58559126,frontal
Bonobo04878_0_222913,1.0,0.7196867,frontal
Bonobo04878_0_243074,0.875,0.7792135,frontal
Bonobo04878_0_49188,0.875,0.75885105,frontal
Bonobo04878_0_91503,1.0,0.35667944,frontal
Bonobo04878_0_99337,1.0,0.56348604,frontal
Bonobo05055_0_55531,0.875,0.38025773,frontal
Bonobo05055_0_82106,1.0,0.6334228,frontal
Bonobo05055_0_82163,0.875,0.49164903,frontal
Bonobo05316_0_2624,0.8888888888888888,0.003428517,frontal
Bonobo05376_0_119895,0.875,0.48730204,frontal
Bonobo05376_0_35426,0.875,0.7652133,frontal
Bonobo05421_0_123177,0.875,0.8537994,frontal
Bonobo05421_0_242666,0.875,0.7465806,frontal
Bonobo05421_0_242851,0.875,0.6573462,frontal
Bonobo05421_0_48109,0.875,0.91371816,frontal
Bonobo05421_0_76441,1.0,0.8168849,frontal
Bonobo05421_0_92081,1.0,0.7607405,frontal
Bonobo05467_1_126350,1.0,0.9635721,frontal
Bonobo05467_1_126641,1.0,0.97206926,frontal
Bonobo05467_1_126816,1.0,0.95483965,frontal
Bonobo05467_1_200076,1.0,0.979231,frontal
Bonobo05467_1_200206,1.0,0.9770299,frontal
Bonobo05467_1_200376,1.0,0.9733942,frontal
Bonobo05467_1_200649,1.0,0.9282596,frontal
Bonobo05467_2_103253,1.0,0.81668615,frontal
Bonobo05467_2_103256,1.0,0.80562156,frontal
Bonobo05467_2_93995,1.0,0.88850343,frontal
Bonobo05467_2_94031,1.0,0.8745678,frontal
Bonobo05467_2_94075,1.0,0.9030535,frontal
Bonobo05467_2_94125,1.0,0.89952284,frontal
Bonobo05467_2_94514,1.0,0.881874,frontal
Bonobo05478_0_256286,0.875,0.8718638,frontal
Bonobo05514_1_229697,1.0,0.32901517,frontal
Bonobo05514_1_28764,0.875,0.8027208,frontal
Bonobo05523_0_982,1.0,0.4259475,frontal
Bonobo05610_0_175737,0.875,0.7888934,frontal
Bonobo05612_1_113935,1.0,0.82888705,frontal
Bonobo05612_1_52926,1.0,0.87753636,frontal
Bonobo05612_1_54439,1.0,0.76189977,frontal
Bonobo05612_1_54538,1.0,0.7854734,frontal
Bonobo05612_1_65452,1.0,0.6994439,frontal
Bonobo05612_1_78268,1.0,0.83641195,frontal
Bonobo05612_1_86781,1.0,0.624075,frontal
Bonobo05612_1_88287,1.0,0.83281755,frontal
Bonobo05750_1_107508,1.0,0.8721974,frontal
Bonobo05750_1_25184,1.0,0.81639135,frontal
Bonobo05750_1_53572,1.0,0.46941745,frontal
Bonobo05750_1_55447,0.875,0.53836596,frontal
Bonobo05750_1_66803,0.875,0.8914207,frontal
Bonobo05750_1_73323,1.0,0.7264452,frontal
Bonobo05750_1_90258,1.0,0.55173737,frontal
Bonobo05750_1_94191,1.0,0.8849749,frontal
Bonobo05787_0_236,1.0,0.4264655,frontal
Bonobo05795_0_42160,1.0,0.93164885,frontal
Bonobo05795_0_42467,1.0,0.92725366,frontal
Bonobo05795_0_42532,1.0,0.87281907,frontal
Bonobo05795_1_131513,1.0,0.76816577,frontal
Bonobo05795_1_139459,1.0,0.97030616,frontal
Bonobo05795_1_139788,1.0,0.9522663,frontal
Bonobo05795_1_44804,1.0,0.9906241,frontal
Bonobo05795_1_44864,1.0,0.97932476,frontal
Bonobo05795_1_44946,1.0,0.95987976,frontal
Bonobo05795_1_45033,1.0,0.87693226,frontal
Bonobo05795_1_45330,1.0,0.8646424,frontal
Bonobo05795_1_76738,1.0,0.9379681,frontal
Bonobo05804_0_23529,0.875,0.8122773,frontal
Bonobo05804_0_24653,0.875,0.7533265,frontal
Bonobo06115_1_1587,0.875,0.36134556,frontal
Bonobo06346_0_287175,0.875,0.38848257,frontal
Bonobo00157_0_424,0.0,0.06705187,frontal
Bonobo00190_0_2240,0.0,0.5264813,frontal
Bonobo00327_0_1649,0.0,0.79439974,frontal
Bonobo00395_0_122351,0.0,0.1177787,frontal
Bonobo00407_0_1548,0.0,0.48719743,frontal
Bonobo00442_0_1813,0.0,0.10387362,frontal
Bonobo00442_0_3397,0.0,0.17264308,frontal
Bonobo00442_0_771,0.0,0.07309447,frontal
Bonobo00479_0_2439,0.0,0.08721056,frontal
Bonobo00489_0_5355,0.0,0.32460514,frontal
Bonobo00499_0_188351,0.0,0.49658608,frontal
Bonobo00509_0_16385,0.0,0.6740389,frontal
Bonobo00799_1_116630,0.0,0.2567033,frontal
Bonobo00905_0_1943,0.0,0.05084077,frontal
Bonobo00941_0_583,0.0,0.18873215,frontal
Bonobo01014_0_4665,0.0,0.06903682,frontal
Bonobo01029_0_3165,0.0,0.3821402,frontal
Bonobo01058_0_51932,0.0,0.18565223,frontal
Bonobo01115_0_870,0.0,0.06880769,frontal
Bonobo01351_1_86984,0.0,0.24292581,frontal
Bonobo01510_0_193745,0.0,0.5767735,frontal
Bonobo01706_0_3336,0.0,0.009391579,frontal
Bonobo01715_0_142,0.0,0.037420485,frontal
