event_file,fraction_of_yes,pred,ChannelLocation
Bonobo01351_1_24847,0.875,0.18283793,frontal
Bonobo01351_1_28656,0.875,0.34757492,frontal
Bonobo01351_1_34418,0.875,0.44676468,frontal
Bonobo01351_1_74178,0.875,0.19919387,frontal
Bonobo01351_1_74178,0.875,0.19919387,frontal
Bonobo01351_1_74178,0.875,0.19919387,frontal
Bonobo01357_1_62056,0.875,0.69996333,frontal
Bonobo01357_1_66188,0.875,0.6543272,frontal
Bonobo01373_1_4892,0.625,0.4349097,frontal
Bonobo01510_0_195393,1.0,0.78209555,frontal
Bonobo01529_1_138522,0.875,0.8332294,frontal
Bonobo01529_1_177357,1.0,0.54190105,frontal
Bonobo01529_1_223340,0.875,0.75882924,frontal
Bonobo01529_1_40601,0.875,0.7166591,frontal
Bonobo01529_1_4135,1.0,0.81016546,frontal
Bonobo01529_1_41731,1.0,0.41294873,frontal
Bonobo01529_1_48198,1.0,0.75953525,frontal
Bonobo01529_1_6481,0.875,0.7486891,frontal
Bonobo01529_2_112805,1.0,0.7744674,frontal
Bonobo01529_2_113881,0.875,0.40443286,frontal
Bonobo01529_2_116539,1.0,0.80800015,frontal
Bonobo01529_2_138734,1.0,0.8084692,frontal
Bonobo01529_2_169172,1.0,0.69657046,frontal
Bonobo01529_2_189055,1.0,0.8650781,frontal
Bonobo01529_2_212003,0.875,0.7226205,frontal
Bonobo01529_2_21234,1.0,0.7393096,frontal
Bonobo01529_2_2412,1.0,0.7543039,frontal
Bonobo01529_2_79500,1.0,0.6558607,frontal
Bonobo01593_0_126818,0.875,0.5816894,frontal
Bonobo01593_0_131668,0.875,0.79408216,frontal
Bonobo01593_0_15924,0.875,0.81136125,frontal
Bonobo01593_0_200270,1.0,0.8854362,frontal
Bonobo01632_0_2320,1.0,0.7980329,frontal
Bonobo01632_0_347578,1.0,0.729025,frontal
Bonobo01632_0_54644,1.0,0.6957611,frontal
Bonobo01632_1_134202,1.0,0.008881352,frontal
Bonobo01672_2_132557,0.875,0.22294016,frontal
Bonobo01672_2_93328,0.875,0.72855926,frontal
Bonobo01672_4_125524,0.875,0.7813194,frontal
Bonobo01700_0_10862,0.875,0.80594784,frontal
Bonobo01700_0_16835,1.0,0.76814616,frontal
Bonobo01700_0_61985,0.875,0.66140574,frontal
Bonobo01700_0_9469,0.875,0.6226816,frontal
Bonobo01725_0_102,0.9166666666666666,0.45119837,frontal
Bonobo01725_0_2983,0.9333333333333332,0.0957837,frontal
Bonobo01776_0_818,0.8888888888888888,0.67008793,frontal
Bonobo01837_0_169706,0.875,0.5878846,frontal
Bonobo02005_1_252847,1.0,0.54546726,frontal
Bonobo02005_1_252847,1.0,0.54546726,frontal
Bonobo02031_0_3242,0.9333333333333332,0.7323623,frontal
Bonobo02152_0_1034,0.9166666666666666,0.17490472,frontal
Bonobo02152_0_20,0.9333333333333332,0.73033124,frontal
Bonobo02152_0_204,1.0,0.7848633,frontal
Bonobo02152_0_2490,1.0,0.45946315,frontal
Bonobo02152_0_608,0.9444444444444444,0.7584371,frontal
Bonobo02166_0_2695,0.6666666666666666,0.59622324,frontal
Bonobo02172_0_2165,0.9166666666666666,0.81103766,frontal
Bonobo02253_1_76355,0.875,0.6521146,frontal
Bonobo02345_0_118494,0.75,0.6168844,frontal
Bonobo02351_1_155392,0.875,0.52256846,frontal
Bonobo02351_1_188404,0.875,0.5418961,frontal
Bonobo02351_1_208947,0.875,0.7802554,frontal
Bonobo02351_1_246594,1.0,0.8593232,frontal
Bonobo02351_1_250429,1.0,0.76523775,frontal
Bonobo02351_1_262992,0.875,0.7481793,frontal
Bonobo02351_1_266491,1.0,0.66143906,frontal
Bonobo02351_1_268950,0.875,0.69596344,frontal
Bonobo02351_1_274305,1.0,0.71258974,frontal
Bonobo02351_1_291242,0.875,0.8737826,frontal
Bonobo02351_1_357680,1.0,0.91815126,frontal
Bonobo02396_0_129690,0.875,0.6356288,frontal
Bonobo02396_0_153550,1.0,0.7576849,frontal
Bonobo02408_2_182475,1.0,0.89136684,frontal
Bonobo02408_3_52490,1.0,0.9676943,frontal
Bonobo02408_3_53085,1.0,0.8798765,frontal
Bonobo02408_3_53174,1.0,0.8935975,frontal
Bonobo02412_0_277420,1.0,0.69058484,frontal
Bonobo02412_0_277968,1.0,0.97492665,frontal
Bonobo02412_0_340540,1.0,0.9364695,frontal
Bonobo02412_0_340592,1.0,0.91316193,frontal
Bonobo02412_0_340639,1.0,0.92777157,frontal
Bonobo02412_0_340889,1.0,0.9256438,frontal
Bonobo02412_1_140497,0.875,0.7561029,frontal
Bonobo02457_0_33854,0.875,0.7484488,frontal
Bonobo02457_0_71451,0.875,0.73451155,frontal
Bonobo02457_0_74653,1.0,0.675211,frontal
Bonobo02473_0_161447,0.625,0.6397495,frontal
Bonobo02473_0_161447,0.625,0.6397495,frontal
Bonobo02473_0_164624,1.0,0.34850034,frontal
Bonobo02473_0_164624,1.0,0.34850034,frontal
Bonobo02473_0_209982,0.875,0.66985387,frontal
Bonobo02473_0_209982,0.875,0.66985387,frontal
Bonobo02473_0_26801,1.0,0.9063096,frontal
Bonobo02473_0_62708,1.0,0.77997357,frontal
Bonobo02473_0_62708,1.0,0.77997357,frontal
Bonobo02473_0_62708,1.0,0.77997357,frontal
Bonobo02473_0_96568,0.625,0.7105982,frontal
Bonobo02478_0_197403,1.0,0.73667705,frontal
Bonobo02494_1_101088,0.875,0.75715446,frontal
Bonobo02494_1_119009,1.0,0.76881313,frontal
Bonobo02494_1_129113,0.875,0.64584696,frontal
Bonobo02494_1_139323,0.875,0.7830772,frontal
Bonobo02494_1_142033,0.875,0.6893064,frontal
Bonobo02494_1_171862,0.875,0.7038749,frontal
Bonobo02494_1_193836,0.875,0.8735849,frontal
Bonobo02494_1_219163,0.875,0.83348614,frontal
Bonobo02494_1_266154,0.875,0.77200514,frontal
Bonobo02494_1_304227,1.0,0.79999083,frontal
Bonobo02494_1_60791,0.875,0.80932176,frontal
Bonobo02494_1_85002,1.0,0.88487256,frontal
Bonobo02494_1_85439,1.0,0.87238514,frontal
Bonobo02494_1_86382,1.0,0.84979665,frontal
Bonobo02494_2_12981,0.875,0.8036499,frontal
Bonobo02494_2_22031,1.0,0.8129584,frontal
Bonobo02512_1_206947,0.875,0.63724375,frontal
Bonobo02512_1_231014,1.0,0.8363615,frontal
Bonobo02512_1_277206,0.875,0.7199741,frontal
Bonobo02512_1_49686,1.0,0.63544625,frontal
Bonobo02514_3_101606,1.0,0.5843037,frontal
Bonobo02514_3_117837,1.0,0.68759036,frontal
Bonobo02514_3_62751,0.875,0.47767884,frontal
Bonobo02526_1_103011,0.875,0.59671575,frontal
Bonobo02526_1_103011,0.875,0.59671575,frontal
Bonobo02526_1_109087,0.75,0.5983633,frontal
Bonobo02526_1_109087,0.75,0.5983633,frontal
Bonobo02538_0_129303,1.0,0.7129439,frontal
Bonobo02555_0_130705,1.0,0.7105946,frontal
Bonobo02555_0_130705,1.0,0.7105946,frontal
Bonobo02555_0_143913,0.75,0.6316556,frontal
Bonobo02555_0_143913,0.75,0.6316556,frontal
Bonobo02572_0_202094,0.875,0.41300455,frontal
Bonobo02572_0_249589,0.875,0.2424058,frontal
Bonobo02618_0_371317,0.625,0.52242833,frontal
Bonobo02618_0_407200,0.75,0.36538568,frontal
Bonobo02618_0_407972,0.875,0.5219899,frontal
Bonobo02662_0_259629,0.875,0.7895201,frontal
Bonobo02662_0_270529,0.875,0.7495169,frontal
Bonobo02662_0_279765,0.875,0.5344086,frontal
Bonobo02662_0_297613,0.875,0.77472275,frontal
Bonobo02662_0_316745,0.875,0.7474208,frontal
Bonobo02662_0_338837,0.875,0.8440799,frontal
Bonobo02735_0_2614,0.7777777777777778,0.54002666,frontal
Bonobo02735_0_3315,0.9166666666666666,0.47787935,frontal
Bonobo02735_0_3331,1.0,0.47583282,frontal
Bonobo02743_0_1350,0.9166666666666666,0.8407632,frontal
Bonobo02743_0_1778,0.9166666666666666,0.25698093,frontal
Bonobo02771_1_41622,0.875,0.7668528,frontal
Bonobo02771_1_7493,0.875,0.68758416,frontal
Bonobo02775_0_247162,0.875,0.8338187,frontal
Bonobo02775_0_258802,0.875,0.83080685,frontal
Bonobo02810_0_102340,0.875,0.648086,frontal
Bonobo02810_0_104060,0.875,0.79500014,frontal
Bonobo02810_0_104928,0.875,0.8344376,frontal
Bonobo02810_0_108676,0.875,0.63888717,frontal
Bonobo02810_0_117298,0.875,0.7618633,frontal
Bonobo02810_0_11978,0.875,0.7451626,frontal
Bonobo02810_0_121919,0.875,0.82278293,frontal
Bonobo02810_0_122400,0.875,0.85191333,frontal
Bonobo02810_0_124730,0.875,0.7907692,frontal
Bonobo02810_0_124970,0.875,0.8259145,frontal
Bonobo02810_0_125778,0.875,0.7516642,frontal
Bonobo02810_0_126605,0.875,0.79286224,frontal
Bonobo02810_0_127432,0.875,0.7984892,frontal
Bonobo02810_0_127906,0.875,0.8160834,frontal
Bonobo02810_0_128266,0.875,0.7518454,frontal
Bonobo02810_0_128747,0.875,0.76270336,frontal
Bonobo02810_0_129461,0.875,0.84787935,frontal
Bonobo02810_0_133076,0.875,0.8159313,frontal
Bonobo02810_0_133660,0.875,0.84727037,frontal
Bonobo02810_0_1360,0.875,0.7763115,frontal
Bonobo02810_0_142979,1.0,0.72092897,frontal
Bonobo02810_0_144284,0.875,0.7860965,frontal
Bonobo02810_0_147290,0.875,0.70465505,frontal
Bonobo02810_0_1514,0.875,0.7767537,frontal
Bonobo02810_0_154606,0.875,0.85757154,frontal
Bonobo02810_0_156574,0.875,0.75267714,frontal
Bonobo02810_0_158292,0.875,0.83367336,frontal
Bonobo02810_0_158652,0.875,0.7562597,frontal
Bonobo02810_0_160959,0.875,0.74768585,frontal
Bonobo02810_0_161163,0.875,0.8068338,frontal
Bonobo02810_0_167091,0.875,0.76075095,frontal
Bonobo02810_0_174094,0.875,0.84745705,frontal
Bonobo02810_0_18358,0.875,0.8032499,frontal
Bonobo02810_0_19201,0.875,0.76798457,frontal
Bonobo02810_0_194690,0.875,0.7369997,frontal
Bonobo02810_0_199731,0.875,0.7902335,frontal
Bonobo02810_0_20081,0.875,0.76161116,frontal
Bonobo02810_0_204464,0.875,0.7303961,frontal
Bonobo02810_0_2498,0.875,0.78584033,frontal
Bonobo02810_0_3912,0.875,0.82814837,frontal
Bonobo02810_0_39741,0.875,0.85268325,frontal
Bonobo02810_0_47950,0.875,0.70357645,frontal
Bonobo02810_0_6240,0.875,0.6534164,frontal
Bonobo02810_0_70900,0.875,0.5913966,frontal
Bonobo02810_0_72424,0.875,0.7076639,frontal
Bonobo02810_0_73805,0.875,0.6344985,frontal
Bonobo02810_0_7655,0.875,0.6726659,frontal
Bonobo02810_0_78913,0.875,0.7539934,frontal
Bonobo02810_0_79585,0.875,0.82721674,frontal
Bonobo02810_0_80875,0.875,0.6661766,frontal
Bonobo02810_0_8908,0.875,0.70496076,frontal
Bonobo02810_0_91251,1.0,0.7341721,frontal
Bonobo02810_0_91697,0.875,0.76423174,frontal
Bonobo02810_0_92785,0.875,0.7932858,frontal
Bonobo02810_0_93853,0.875,0.7874894,frontal
Bonobo02810_0_9597,0.875,0.71703374,frontal
Bonobo02810_0_97596,0.875,0.8019773,frontal
Bonobo02810_0_98189,0.875,0.79753906,frontal
Bonobo02810_0_99501,0.875,0.8282211,frontal
Bonobo02810_0_99733,0.875,0.77838326,frontal
Bonobo02828_0_91065,0.625,0.73705405,frontal
Bonobo02846_0_105918,1.0,0.9145265,frontal
Bonobo02846_0_115831,1.0,0.7425854,frontal
Bonobo02846_0_246411,1.0,0.8456645,frontal
Bonobo02846_0_271707,1.0,0.747643,frontal
Bonobo02846_0_278820,1.0,0.883346,frontal
Bonobo02846_0_293579,1.0,0.8363269,frontal
Bonobo02846_0_70114,1.0,0.85780954,frontal
Bonobo02846_0_73371,0.875,0.5669405,frontal
Bonobo02846_0_91321,1.0,0.73719627,frontal
Bonobo02846_0_9397,1.0,0.7653068,frontal
Bonobo02846_0_9397,1.0,0.7653068,frontal
Bonobo02846_0_9682,1.0,0.8020207,frontal
Bonobo02846_0_9682,1.0,0.8020207,frontal
Bonobo02880_0_1130,0.875,0.6078006,frontal
Bonobo02880_0_131393,0.875,0.7249635,frontal
Bonobo02880_0_164187,0.875,0.79236805,frontal
Bonobo02880_0_172206,0.875,0.7299464,frontal
Bonobo02880_0_173862,0.875,0.62943363,frontal
Bonobo02880_0_176918,1.0,0.6290172,frontal
Bonobo02880_0_182704,1.0,0.30720803,frontal
Bonobo02880_0_183955,1.0,0.4944617,frontal
Bonobo02880_0_199457,0.875,0.53196746,frontal
Bonobo02880_0_200786,0.875,0.65410393,frontal
Bonobo02880_0_204352,0.875,0.77375203,frontal
Bonobo02880_0_206118,0.875,0.82230276,frontal
Bonobo02880_0_210800,0.875,0.63442343,frontal
Bonobo02880_0_211513,0.875,0.75553066,frontal
Bonobo02880_0_215190,0.875,0.72675663,frontal
Bonobo02880_0_217625,1.0,0.67380637,frontal
Bonobo02880_0_229985,0.875,0.5956774,frontal
Bonobo02880_0_231859,0.875,0.686715,frontal
Bonobo02880_0_234370,0.875,0.71947455,frontal
Bonobo02880_0_235485,0.875,0.7411635,frontal
Bonobo02880_0_236486,0.875,0.7278668,frontal
Bonobo02880_0_237885,0.875,0.7467924,frontal
Bonobo02880_0_248215,0.875,0.79137677,frontal
Bonobo02880_0_250763,0.875,0.7325876,frontal
Bonobo02880_0_257624,0.875,0.7568765,frontal
Bonobo02880_0_258033,0.875,0.76183945,frontal
Bonobo02880_0_263152,0.875,0.7330232,frontal
Bonobo02880_0_266285,0.875,0.7044542,frontal
Bonobo02880_0_80699,0.875,0.75739604,frontal
Bonobo02880_0_91251,0.875,0.7968553,frontal
Bonobo02880_0_93171,1.0,0.7148297,frontal
Bonobo02880_1_100818,0.875,0.7267674,frontal
Bonobo02880_1_103181,0.875,0.66060543,frontal
Bonobo02880_1_120256,0.875,0.7633458,frontal
Bonobo02880_1_136592,0.875,0.7234012,frontal
Bonobo02880_1_139398,0.875,0.7939149,frontal
Bonobo02880_1_164896,0.875,0.7158759,frontal
Bonobo02880_1_171532,0.875,0.72826856,frontal
Bonobo02880_1_275341,0.875,0.7398297,frontal
Bonobo02880_1_40559,0.875,0.6815937,frontal
Bonobo02880_1_53436,0.875,0.7827677,frontal
Bonobo02880_1_57536,0.875,0.65336657,frontal
Bonobo02880_1_69225,0.875,0.7002422,frontal
Bonobo02880_1_83849,0.875,0.5163967,frontal
Bonobo02880_1_84298,0.875,0.7715739,frontal
Bonobo02885_0_148957,0.875,0.5791981,frontal
Bonobo02885_0_215752,1.0,0.66042316,frontal
Bonobo02900_0_226943,1.0,0.5312627,frontal
Bonobo02900_0_231826,0.875,0.42577007,frontal
Bonobo02900_0_232220,0.75,0.17513326,frontal
Bonobo02900_0_232719,1.0,0.46021032,frontal
Bonobo02900_0_240023,1.0,0.23774517,frontal
Bonobo02900_0_240132,1.0,0.11457157,frontal
Bonobo02900_0_240132,1.0,0.11457157,frontal
Bonobo02900_0_243339,0.875,0.6057663,frontal
Bonobo02900_0_271577,1.0,0.4307961,frontal
Bonobo02900_1_251480,1.0,0.77966213,frontal
Bonobo02900_1_266668,1.0,0.57873887,frontal
Bonobo02900_1_289259,0.75,0.8182778,frontal
Bonobo02966_1_107660,1.0,0.67625153,frontal
Bonobo02966_1_110011,0.875,0.1309603,frontal
Bonobo02966_1_114029,1.0,0.59109515,frontal
Bonobo02966_1_121258,1.0,0.8731611,frontal
Bonobo02966_1_132255,1.0,0.603708,frontal
Bonobo02966_1_16916,1.0,0.044637814,frontal
Bonobo02966_1_172264,1.0,0.59954876,frontal
Bonobo02966_1_182561,0.875,0.45946792,frontal
Bonobo02966_1_183722,1.0,0.79345775,frontal
Bonobo02966_1_184057,0.875,0.75511974,frontal
Bonobo02966_1_196510,1.0,0.75347817,frontal
Bonobo02966_1_210467,1.0,0.8886165,frontal
Bonobo02966_1_211046,0.875,0.7875305,frontal
Bonobo02966_1_214274,0.875,0.6811864,frontal
Bonobo02966_1_219982,0.875,0.3651971,frontal
Bonobo02966_1_45921,1.0,0.4252829,frontal
Bonobo02966_1_5159,0.875,0.719372,frontal
Bonobo02966_1_80666,0.875,0.8094261,frontal
Bonobo02966_1_8232,0.875,0.3009473,frontal
Bonobo02966_1_82891,0.875,0.43331325,frontal
Bonobo02966_1_92221,1.0,0.7319049,frontal
Bonobo02966_1_92309,0.875,0.42756003,frontal
Bonobo02966_2_15895,0.875,0.63455224,frontal
Bonobo02966_2_23234,0.875,0.8004086,frontal
Bonobo02966_2_25331,1.0,0.76563066,frontal
Bonobo02966_2_26657,1.0,0.35122538,frontal
Bonobo02966_2_33111,0.875,0.5062145,frontal
Bonobo02966_2_33803,0.875,0.7548612,frontal
Bonobo02966_2_36225,0.875,0.5061104,frontal
Bonobo02966_2_36225,0.875,0.5061104,frontal
Bonobo02966_2_38879,1.0,0.70938146,frontal
Bonobo02966_2_41127,0.875,0.75321543,frontal
Bonobo02966_2_45751,1.0,0.4317329,frontal
Bonobo02966_2_9247,1.0,0.5523944,frontal
Bonobo02989_0_1120,1.0,0.74360543,frontal
Bonobo02989_0_1120,1.0,0.74360543,frontal
Bonobo02989_0_169425,1.0,0.85414237,frontal
Bonobo02989_0_195979,1.0,0.848565,frontal
Bonobo02989_0_238131,1.0,0.7649591,frontal
Bonobo02989_0_27257,0.875,0.5147168,frontal
Bonobo02989_0_275226,1.0,0.65789485,frontal
Bonobo02989_0_279880,1.0,0.79824173,frontal
Bonobo02989_0_289473,0.75,0.66589695,frontal
Bonobo02989_0_388075,0.875,0.7703685,frontal
Bonobo02989_0_424460,0.875,0.8080695,frontal
Bonobo02989_0_460865,1.0,0.80180496,frontal
Bonobo02989_0_508455,1.0,0.7986941,frontal
Bonobo02989_0_510078,0.875,0.10392734,frontal
Bonobo02996_2_185962,0.875,0.81205195,frontal
Bonobo02996_2_208043,0.875,0.8007718,frontal
Bonobo02996_2_37185,0.875,0.7941709,frontal
Bonobo03003_1_110346,1.0,0.778096,frontal
Bonobo03003_2_256486,0.875,0.6464199,frontal
Bonobo03003_2_280901,1.0,0.67277616,frontal
Bonobo03003_3_291449,0.875,0.85366994,frontal
Bonobo03049_1_6453,1.0,0.60478354,frontal
Bonobo03049_1_83862,0.75,0.5044894,frontal
Bonobo03073_1_55292,0.625,0.5549458,frontal
Bonobo03074_0_3501,0.8888888888888888,0.6583102,frontal
Bonobo03098_0_44671,0.875,0.73078364,frontal
Bonobo03098_0_53157,0.875,0.7916091,frontal
Bonobo03098_0_74608,0.875,0.8093869,frontal
Bonobo03098_0_81156,0.875,0.6321863,frontal
Bonobo03106_1_108404,0.875,0.7158593,frontal
Bonobo03106_1_111755,0.875,0.474533,frontal
Bonobo03106_1_222907,0.875,0.40764758,frontal
Bonobo03106_1_93234,0.875,0.16137254,frontal
Bonobo03106_1_98165,0.875,0.76176584,frontal
Bonobo03106_2_168224,1.0,0.8364166,frontal
Bonobo03106_2_186085,0.875,0.871411,frontal
Bonobo03127_0_158510,0.875,0.5971492,frontal
Bonobo03127_0_230839,0.875,0.74998313,frontal
Bonobo03127_0_251064,0.875,0.47978187,frontal
Bonobo03127_0_251133,0.875,0.12397272,frontal
Bonobo03128_2_98471,0.75,0.7088474,frontal
Bonobo03130_1_50119,0.875,0.84263194,frontal
Bonobo03131_0_108589,0.875,0.6530724,frontal
Bonobo03131_0_118168,0.875,0.3273213,frontal
Bonobo03131_0_13899,0.875,0.6117251,frontal
Bonobo03131_0_141837,0.75,0.47438335,frontal
Bonobo03131_0_165146,0.875,0.5675946,frontal
Bonobo03131_0_167131,0.75,0.7869808,frontal
Bonobo03131_0_170403,0.75,0.5445747,frontal
Bonobo03131_0_17430,0.875,0.86456054,frontal
Bonobo03131_0_17430,0.875,0.86456054,frontal
Bonobo03131_0_22993,0.75,0.7274824,frontal
Bonobo03131_0_31129,0.875,0.57739294,frontal
Bonobo03131_0_35906,0.625,0.67250174,frontal
Bonobo03131_0_90071,0.875,0.71955836,frontal
Bonobo03135_0_161703,0.75,0.67984915,frontal
Bonobo03135_0_261646,1.0,0.6421527,frontal
Bonobo03153_1_235056,1.0,0.75517994,frontal
Bonobo03164_0_106182,0.875,0.7512706,frontal
Bonobo03164_0_106182,0.875,0.7512706,frontal
Bonobo03164_0_107277,0.875,0.81856436,frontal
Bonobo03164_0_107277,0.875,0.81856436,frontal
Bonobo03164_0_118357,1.0,0.53155917,frontal
Bonobo03164_0_119088,0.875,0.77519524,frontal
Bonobo03164_0_153781,0.75,0.6324424,frontal
Bonobo03164_0_161829,0.875,0.69702625,frontal
Bonobo03164_0_40576,0.75,0.83001155,frontal
Bonobo03164_0_53767,0.875,0.7640713,frontal
Bonobo03164_0_64159,1.0,0.6250724,frontal
Bonobo03164_0_66883,1.0,0.7040899,frontal
Bonobo03164_0_67687,1.0,0.78485966,frontal
Bonobo03164_0_70752,1.0,0.7998722,frontal
Bonobo03164_0_71192,0.875,0.77047807,frontal
Bonobo03164_0_95335,1.0,0.7606918,frontal
Bonobo03164_0_99699,0.875,0.71832734,frontal
Bonobo03164_1_102526,1.0,0.87631714,frontal
Bonobo03164_1_105075,1.0,0.8356932,frontal
Bonobo03164_1_117696,1.0,0.7593059,frontal
Bonobo03164_1_125565,0.875,0.7794262,frontal
Bonobo03164_1_128848,1.0,0.78160655,frontal
Bonobo03164_1_138694,0.875,0.47435492,frontal
Bonobo03164_1_138694,0.875,0.47435492,frontal
Bonobo03164_1_177217,1.0,0.7501759,frontal
Bonobo03164_1_188899,1.0,0.7143132,frontal
Bonobo03164_1_193859,1.0,0.7022235,frontal
Bonobo03164_1_193859,1.0,0.7022235,frontal
Bonobo03164_1_8040,0.875,0.4938632,frontal
Bonobo03164_1_97720,1.0,0.791139,frontal
Bonobo03208_0_135371,1.0,0.79133856,frontal
Bonobo03208_0_139369,1.0,0.7924275,frontal
Bonobo03208_0_180478,1.0,0.926889,frontal
Bonobo03208_0_187935,1.0,0.7805456,frontal
Bonobo03208_0_191792,1.0,0.86061525,frontal
Bonobo03208_0_204342,1.0,0.82014006,frontal
Bonobo03208_0_208747,1.0,0.7887083,frontal
Bonobo03208_0_214222,1.0,0.6655136,frontal
Bonobo03208_0_214597,0.875,0.8600906,frontal
Bonobo03208_0_219786,1.0,0.572705,frontal
Bonobo03208_0_222460,1.0,0.7323161,frontal
Bonobo03208_0_252850,1.0,0.7475706,frontal
Bonobo03208_0_254573,1.0,0.7350034,frontal
Bonobo03208_0_263707,1.0,0.7478636,frontal
Bonobo03208_0_297667,1.0,0.6978748,frontal
Bonobo03213_1_225082,1.0,0.8548792,frontal
Bonobo03213_1_38189,0.875,0.9140283,frontal
Bonobo03213_1_38223,0.875,0.902148,frontal
Bonobo03213_1_38223,0.875,0.902148,frontal
Bonobo03231_1_59570,1.0,0.76710474,frontal
Bonobo03231_2_219039,0.875,0.51846427,frontal
Bonobo03231_2_245489,0.875,0.7219214,frontal
Bonobo03231_4_303707,0.875,0.7375714,frontal
Bonobo03231_4_306410,1.0,0.52103317,frontal
Bonobo03231_4_312402,1.0,0.36896062,frontal
Bonobo03231_4_324800,1.0,0.6398296,frontal
Bonobo03231_4_325267,0.875,0.6144009,frontal
Bonobo03234_1_12348,1.0,0.7650631,frontal
Bonobo03234_1_12348,1.0,0.7650631,frontal
Bonobo03234_1_12586,0.875,0.7202887,frontal
Bonobo03234_1_12586,0.875,0.7202887,frontal
Bonobo03234_1_12587,1.0,0.7266695,frontal
Bonobo03234_1_12587,1.0,0.7266695,frontal
Bonobo03234_1_12597,0.875,0.6862688,frontal
Bonobo03234_1_12597,0.875,0.6862688,frontal
Bonobo03234_1_30182,0.875,0.58521193,frontal
Bonobo03280_2_38473,1.0,0.8576958,frontal
Bonobo03281_0_11953,0.875,0.65990126,frontal
Bonobo03281_0_25210,0.75,0.7228503,frontal
Bonobo03281_0_34273,0.75,0.75659627,frontal
Bonobo03281_0_34750,0.875,0.6878625,frontal
Bonobo03281_0_37336,0.875,0.70453393,frontal
Bonobo03281_0_3881,0.875,0.7250298,frontal
Bonobo03281_0_4312,0.75,0.65467757,frontal
Bonobo03281_0_49995,0.75,0.7076468,frontal
Bonobo03281_0_66779,0.875,0.73243046,frontal
Bonobo03281_0_72190,0.625,0.66073716,frontal
Bonobo03288_0_106631,1.0,0.77797925,frontal
Bonobo03288_0_107866,1.0,0.6650329,frontal
Bonobo03288_0_110158,0.875,0.8227781,frontal
Bonobo03288_0_115536,1.0,0.8167,frontal
Bonobo03288_0_125533,0.875,0.7420942,frontal
Bonobo03288_0_132202,1.0,0.776729,frontal
Bonobo03288_0_136412,1.0,0.8004764,frontal
Bonobo03288_0_138021,0.875,0.8468679,frontal
Bonobo03288_0_139737,1.0,0.773487,frontal
Bonobo03288_0_147682,1.0,0.72792,frontal
Bonobo03288_0_151036,1.0,0.68031615,frontal
Bonobo03288_0_160989,1.0,0.11531843,frontal
Bonobo03288_0_30892,0.875,0.59021866,frontal
Bonobo03288_0_54784,1.0,0.47686785,frontal
Bonobo03288_0_60606,0.875,0.34783894,frontal
Bonobo03288_0_64255,0.875,0.7299766,frontal
Bonobo03288_0_67048,1.0,0.79562,frontal
Bonobo03288_0_67051,0.875,0.79493505,frontal
